,FundCode,Sim1,name,type,Sim2
4784,6053,ZHRJ3GYDKA,中航瑞景3个月定开A,定开债券,ZHONGHANGRUIJING3GEYUEDINGKAIA
4785,6054,ZHRJ3GYDKC,中航瑞景3个月定开C,定开债券,ZHONGHANGRUIJING3GEYUEDINGKAIC
4786,6055,PYCHZQ,鹏扬淳合债券,债券型,PENGYANGCHUNHEZHAIQUAN
4787,6057,PHFHZQLOFC,鹏华丰和债券(LOF)C,债券型,PENGHUAFENGHEZHAIQUANLOFC
4788,6058,MSJYXXCZHH,民生加银新兴成长混合,混合型,MINSHENGJIAYINXINXINGCHENGZHANGHUNHE
4791,6061,HTCXZQSYZQA,红土创新增强收益债券A,债券型,HONGTUCHUANGXINZENGQIANGSHOUYIZHAIQUANA
4792,6063,JSCCMSCIZGAGGJT,景顺长城MSCI中国A股国际通,股票指数,JINGSHUNCHANGCHENGMSCIZHONGGUOAGUGUOJITONG
4793,6064,HTCXZQSYZQC,红土创新增强收益债券C,债券型,HONGTUCHUANGXINZENGQIANGSHOUYIZHAIQUANC
4794,6065,JSCCJTWLDKZC,景顺长城景泰稳利定开债C,定开债券,JINGSHUNCHANGCHENGJINGTAIWENLIDINGKAIZHAIC
4795,6066,ZJYRCZZQA,中加颐睿纯债债券A,债券型,ZHONGJIAYIRUICHUNZHAIZHAIQUANA
4796,6067,ZJYRCZZQC,中加颐睿纯债债券C,债券型,ZHONGJIAYIRUICHUNZHAIZHAIQUANC
4797,6068,ZJYXCZZQA,中加颐信纯债债券A,债券型,ZHONGJIAYIXINCHUNZHAIZHAIQUANA
4798,6069,ZJYXCZZQC,中加颐信纯债债券C,债券型,ZHONGJIAYIXINCHUNZHAIZHAIQUANC
4799,6070,YHWFZQ,银河沃丰债券,债券型,YINHEWOFENGZHAIQUAN
4800,6071,YHRJZQA,银河睿嘉债券A,债券型,YINHERUIJIAZHAIQUANA
4801,6072,MSJYCXCZHH,民生加银创新成长混合,混合型,MINSHENGJIAYINCHUANGXINCHENGZHANGHUNHE
4802,6073,RBXRZDZZQA,人保鑫瑞中短债债券A,债券型,RENBAOXINRUIZHONGDUANZHAIZHAIQUANA
4803,6074,RBXRZDZZQC,人保鑫瑞中短债债券C,债券型,RENBAOXINRUIZHONGDUANZHAIZHAIQUANC
4804,6075,BSBP500ETFLJC,博时标普500ETF联接C,QDII-指数,BOSHIBIAOPU500ETFLIANJIEC
4805,6076,CJHXHLCDZZQA,创金合信恒利超短债债券A,债券型,CHUANGJINHEXINHENGLICHAODUANZHAIZHAIQUANA
4806,6077,CJHXHLCDZZQC,创金合信恒利超短债债券C,债券型,CHUANGJINHEXINHENGLICHAODUANZHAIZHAIQUANC
4807,6080,HFTDZCMGPC,海富通电子传媒股票C,股票型,HAIFUTONGDIANZICHUANMEIGUPIAOC
4808,6081,HFTDZCMGPA,海富通电子传媒股票A,股票型,HAIFUTONGDIANZICHUANMEIGUPIAOA
4809,6082,XYQLA,鑫元全利A,债券型,XINYUANQUANLIA
4810,6083,XYQLC,鑫元全利C,债券型,XINYUANQUANLIC
4811,6084,RTYJYXHH,融通研究优选混合,混合型,RONGTONGYANJIUYOUXUANHUNHE
4812,6085,WJXJYJZQDC,万家新机遇价值驱动C,混合型,WANJIAXINJIYUJIAZHIQUDONGC
4813,6086,YHRFDKZQ,银河睿丰定开债券,定开债券,YINHERUIFENGDINGKAIZHAIQUAN
4814,6087,HTBRZZ500ETFLJC,华泰柏瑞中证500ETF联接C,联接基金,HUATAIBAIRUIZHONGZHENG500ETFLIANJIEC
4815,6088,YYRYZQA,永赢润益债券A,债券型,YONGYINGRUNYIZHAIQUANA
4816,6089,YYRYZQC,永赢润益债券C,债券型,YONGYINGRUNYIZHAIQUANC
4817,6090,QHKYDKZQA,前海开源鼎康债券A,债券型,QIANHAIKAIYUANDINGKANGZHAIQUANA
4818,6091,QHKYDKZQC,前海开源鼎康债券C,债券型,QIANHAIKAIYUANDINGKANGZHAIQUANC
4821,6094,YYTYZQA,永赢泰益债券A,债券型,YONGYINGTAIYIZHAIQUANA
4822,6095,YYTYZQC,永赢泰益债券C,债券型,YONGYINGTAIYIZHAIQUANC
4823,6096,ZJZJ6GYDKZ,中金浙金6个月定开债,定开债券,ZHONGJINZHEJIN6GEYUEDINGKAIZHAI
4824,6097,PAGDJZ,平安高等级债,债券型,PINGANGAODENGJIZHAI
4825,6098,HBQSETFLJA,华宝券商ETF联接A,联接基金,HUABAOQUANSHANGETFLIANJIEA
4826,6099,TDHLZLZQ,泰达宏利泽利债券,定开债券,TAIDAHONGLIZELIZHAIQUAN
4827,6100,PAYSCYHHA,平安优势产业混合A,混合型,PINGANYOUSHICHANYEHUNHEA
4828,6101,PAYSCYHHC,平安优势产业混合C,混合型,PINGANYOUSHICHANYEHUNHEC
4829,6102,ZSFLZQZQ,浙商丰利增强债券,债券型,ZHESHANGFENGLIZENGQIANGZHAIQUAN
4830,6103,KSCHYJXHHA,凯石淳行业精选混合A,混合型,KAISHICHUNHANGYEJINGXUANHUNHEA
4831,6104,HTBRLHZHHHC,华泰柏瑞量化智慧混合C,混合型,HUATAIBAIRUILIANGHUAZHIHUIHUNHEC
4832,6105,TDHLYDQDII,泰达宏利印度(QDII),QDII,TAIDAHONGLIYINDUQDII
4833,6106,JSCCLHGGTGP,景顺长城量化港股通股票,股票型,JINGSHUNCHANGCHENGLIANGHUAGANGGUTONGGUPIAO
4834,6107,ZSTL6GYDKZFQSA,招商添利6个月定开债发起式A,定开债券,ZHAOSHANGTIANLI6GEYUEDINGKAIZHAIFAQISHIA
4835,6108,ZSTL6GYDKZFQSC,招商添利6个月定开债发起式C,定开债券,ZHAOSHANGTIANLI6GEYUEDINGKAIZHAIFAQISHIC
4836,6109,FRJZJXHHA,富荣价值精选混合A,混合型,FURONGJIAZHIJINGXUANHUNHEA
4837,6110,FRJZJXHHC,富荣价值精选混合C,混合型,FURONGJIAZHIJINGXUANHUNHEC
4838,6111,TKHS3YDKHH,泰康弘实3月定开混合,混合型,TAIKANGHONGSHI3YUEDINGKAIHUNHE
4839,6112,YFDHHDKZ,易方达恒惠定开债,定开债券,YIFANGDAHENGHUIDINGKAIZHAI
4840,6113,HTFCXYYHH,汇添富创新医药混合,混合型,HUITIANFUCHUANGXINYIYAOHUNHE
4841,6114,RBXLZQA,人保鑫利债券A,债券型,RENBAOXINLIZHAIQUANA
4842,6115,RBXLZQC,人保鑫利债券C,债券型,RENBAOXINLIZHAIQUANC
4843,6116,GTFQCZZQ,国泰丰祺纯债债券,债券型,GUOTAIFENGQICHUNZHAIZHAIQUAN
4844,6119,YHZZYQJGTZETFLJ,银华中证央企结构调整ETF联接,联接基金,YINHUAZHONGZHENGYANGQIJIEGOUTIAOZHENGETFLIANJIE
4845,6120,ZRJMDQKFZQ,中融聚明定期开放债券,定开债券,ZHONGRONGJUMINGDINGQIKAIFANGZHAIQUAN
4846,6121,HASHQDHH,华安双核驱动混合,混合型,HUAANSHUANGHEQUDONGHUNHE
4847,6122,HADTSHHH,华安低碳生活混合,混合型,HUAANDITANSHENGHUOHUNHE
4848,6127,HBXGZXC,华宝香港中小C,QDII-指数,HUABAOXIANGGANGZHONGXIAOC
4849,6128,YHHMSHHH,银河和美生活混合,混合型,YINHEHEMEISHENGHUOHUNHE
4850,6129,HAZZ500DBETFLJA,华安中证500低波ETF联接A,联接基金,HUAANZHONGZHENG500DIBOETFLIANJIEA
4851,6130,HAZZ500DBETFLJC,华安中证500低波ETF联接C,联接基金,HUAANZHONGZHENG500DIBOETFLIANJIEC
4852,6131,HTBRHS300ETFLJC,华泰柏瑞沪深300ETF联接C,联接基金,HUATAIBAIRUIHUSHEN300ETFLIANJIEC
4853,6132,WJZZYSHHA,万家智造优势混合A,混合型,WANJIAZHIZAOYOUSHIHUNHEA
4854,6133,WJZZYSHHC,万家智造优势混合C,混合型,WANJIAZHIZAOYOUSHIHUNHEC
4855,6134,FGJRZZQX,富国金融债债券型,债券型,FUGUOJINRONGZHAIZHAIQUANXING
4856,6135,CJLXDKZ,长江乐鑫定开债,定开债券,CHANGJIANGLEXINDINGKAIZHAI
4858,6137,GFHLDQKFZQ,广发汇立定期开放债券,定开债券,GUANGFAHUILIDINGQIKAIFANGZHAIQUAN
4859,6138,GLAJZYXGP,国联安价值优选股票,股票型,GUOLIANANJIAZHIYOUXUANGUPIAO
4860,6139,ZXJTWRDKZ,中信建投稳瑞定开债,定开债券,ZHONGXINJIANTOUWENRUIDINGKAIZHAI
4861,6140,GFJJZQA,广发集嘉债券A,债券型,GUANGFAJIJIAZHAIQUANA
4862,6141,GFJJZQC,广发集嘉债券C,债券型,GUANGFAJIJIAZHAIQUANC
4863,6142,XYCLDQKFZQ,鑫元淳利定期开放债券,定开债券,XINYUANCHUNLIDINGQIKAIFANGZHAIQUAN
4864,6143,HSQHZZZLCZA,恒生前海中证质量成长A,股票指数,HENGSHENGQIANHAIZHONGZHENGZHILIANGCHENGZHANGA
4865,6144,HSQHZZZLCZC,恒生前海中证质量成长C,股票指数,HENGSHENGQIANHAIZHONGZHENGZHILIANGCHENGZHANGC
4866,6145,QHKYDXZQA,前海开源鼎欣债券A,债券型,QIANHAIKAIYUANDINGXINZHAIQUANA
4867,6146,QHKYDXZQC,前海开源鼎欣债券C,债券型,QIANHAIKAIYUANDINGXINZHAIQUANC
4868,6147,BYRYKZZZQA,宝盈融源可转债债券A,债券型,BAOYINGRONGYUANKEZHUANZHAIZHAIQUANA
4869,6148,BYRYKZZZQC,宝盈融源可转债债券C,债券型,BAOYINGRONGYUANKEZHUANZHAIZHAIQUANC
4870,6149,NFYY,南方赢元,债券型,NANFANGYINGYUAN
4871,6150,ZSTLLNZQ,招商添利两年债券,定开债券,ZHAOSHANGTIANLILIANGNIANZHAIQUAN
4872,6151,NFJYZQ,南方交元债券,债券型,NANFANGJIAOYUANZHAIQUAN
4873,6152,GLAZXCZA,国联安增鑫纯债A,债券型,GUOLIANANZENGXINCHUNZHAIA
4874,6153,GLAZXCZC,国联安增鑫纯债C,债券型,GUOLIANANZENGXINCHUNZHAIC
4875,6154,HAZZXFHH,华安制造先锋混合,混合型,HUAANZHIZAOXIANFENGHUNHE
4876,6155,XHJYSLHHA,新华家盈双利混合A,混合型,XINHUAJIAYINGSHUANGLIHUNHEA
4877,6156,XHJYSLHHC,新华家盈双利混合C,混合型,XINHUAJIAYINGSHUANGLIHUNHEC
4878,6157,CTLHHXYXHH,财通量化核心优选混合,混合型,CAITONGLIANGHUAHEXINYOUXUANHUNHE
4879,6158,BSRXHBHHA,博时荣享回报混合A,混合型,BOSHIRONGXIANGHUIBAOHUNHEA
4880,6159,BSRXHBHHC,博时荣享回报混合C,混合型,BOSHIRONGXIANGHUIBAOHUNHEC
4881,6160,BDQHHHA,博道启航混合A,混合型,BODAOQIHANGHUNHEA
4882,6161,BDQHHHC,博道启航混合C,混合型,BODAOQIHANGHUNHEC
4883,6162,CTZGJJSYZQE,财通资管积极收益债券E,债券型,CAITONGZIGUANJIJISHOUYIZHAIQUANE
4884,6163,RTZHDKZQFQS,融通增辉定开债券发起式,定开债券,RONGTONGZENGHUIDINGKAIZHAIQUANFAQISHI
4885,6164,RTTJZQ,融通通捷债券,债券型,RONGTONGTONGJIEZHAIQUAN
4886,6165,JXZZ1000ZSZQA,建信中证1000指数增强A,股票指数,JIANXINZHONGZHENG1000ZHISHUZENGQIANGA
4887,6166,JXZZ1000ZSZQC,建信中证1000指数增强C,股票指数,JIANXINZHONGZHENG1000ZHISHUZENGQIANGC
4888,6167,DBLXSHHHA,德邦乐享生活混合A,混合型,DEBANGLEXIANGSHENGHUOHUNHEA
4889,6168,DBLXSHHHC,德邦乐享生活混合C,混合型,DEBANGLEXIANGSHENGHUOHUNHEC
4890,6169,GYRFCZZQA,工银瑞福纯债债券A,债券型,GONGYINRUIFUCHUNZHAIZHAIQUANA
4891,6170,GYRFCZZQC,工银瑞福纯债债券C,债券型,GONGYINRUIFUCHUNZHAIZHAIQUANC
4892,6171,PYCLDQKFZQ,鹏扬淳利定期开放债券,定开债券,PENGYANGCHUNLIDINGQIKAIFANGZHAIQUAN
4893,6172,WJXYCZA,万家鑫悦纯债A,债券型,WANJIAXINYUECHUNZHAIA
4894,6173,WJXYCZC,万家鑫悦纯债C,债券型,WANJIAXINYUECHUNZHAIC
4895,6174,CXWYSGYDKZ,长信稳裕三个月定开债,定开债券,CHANGXINWENYUSANGEYUEDINGKAIZHAI
4896,6175,WJJLHHA,万家聚利混合A,混合型,WANJIAJULIHUNHEA
4897,6176,WJJLHHC,万家聚利混合C,混合型,WANJIAJULIHUNHEC
4898,6177,ZXBCWDA,中信保诚稳达A,债券型,ZHONGXINBAOCHENGWENDAA
4899,6178,ZXBCWDC,中信保诚稳达C,债券型,ZHONGXINBAOCHENGWENDAC
4900,6179,FGPZSHHH,富国品质生活混合,混合型,FUGUOPINZHISHENGHUOHUNHE
4901,6180,ZJYHCZZQ,中加颐合纯债债券,债券型,ZHONGJIAYIHECHUNZHAIZHAIQUAN
4902,6181,GLBRLHPZA,格林伯锐灵活配置A,混合型,GELINBORUILINGHUOPEIZHIA
4903,6182,GLBRLHPZC,格林伯锐灵活配置C,混合型,GELINBORUILINGHUOPEIZHIC
4904,6183,NFZY,南方泽元,债券型,NANFANGZEYUAN
4905,6184,GLHXCZA,格林泓鑫纯债A,债券型,GELINHONGXINCHUNZHAIA
4906,6185,GLHXCZC,格林泓鑫纯债C,债券型,GELINHONGXINCHUNZHAIC
4909,6188,HTBXZYDK,华泰保兴尊颐定开,定开债券,HUATAIBAOXINGZUNYIDINGKAI
4910,6189,GJLHTL,国金量化添利,定开债券,GUOJINLIANGHUATIANLI
4911,6190,QHKYYRHHC,前海开源裕瑞混合C,混合型,QIANHAIKAIYUANYURUIHUNHEC
4912,6191,HXDTZQA,华夏鼎通债券A,债券型,HUAXIADINGTONGZHAIQUANA
4913,6192,HXDTZQC,华夏鼎通债券C,债券型,HUAXIADINGTONGZHAIQUANC
4914,6193,XYHXZCA,鑫元核心资产A,股票型,XINYUANHEXINZICHANA
4915,6194,XYHXZCC,鑫元核心资产C,股票型,XINYUANHEXINZICHANC
4916,6195,GJLHDYZ,国金量化多因子,股票型,GUOJINLIANGHUADUOYINZI
4917,6196,HXZZYQETFLJA,华夏中证央企ETF联接A,联接基金,HUAXIAZHONGZHENGYANGQIETFLIANJIEA
4918,6197,HXZZYQETFLJC,华夏中证央企ETF联接C,联接基金,HUAXIAZHONGZHENGYANGQIETFLIANJIEC
4919,6199,CSTJYJJXHH,长盛同锦研究精选混合,混合型,CHANGSHENGTONGJINYANJIUJINGXUANHUNHE
4920,6201,JSCCLHXFHH,景顺长城量化先锋混合,混合型,JINGSHUNCHANGCHENGLIANGHUAXIANFENGHUNHE
4921,6202,JYHXZCHH,交银核心资产混合,混合型,JIAOYINHEXINZICHANHUNHE
4922,6203,XJQHLHYQCZA,新疆前海联合泳祺纯债A,债券型,XINJIANGQIANHAILIANHEYONGQICHUNZHAIA
4923,6204,XJQHLHYQCZC,新疆前海联合泳祺纯债C,债券型,XINJIANGQIANHAILIANHEYONGQICHUNZHAIC
4924,6205,HTFHGSYSDK,汇添富沪港深优势定开,混合型,HUITIANFUHUGANGSHENYOUSHIDINGKAI
4925,6206,RTZYZQ,融通增悦债券,债券型,RONGTONGZENGYUEZHAIQUAN
4926,6207,TKYTZQA,泰康裕泰债券A,债券型,TAIKANGYUTAIZHAIQUANA
4927,6208,TKYTZQC,泰康裕泰债券C,债券型,TAIKANGYUTAIZHAIQUANC
4928,6209,ZXBCXLCHH,中信保诚新蓝筹混合,混合型,ZHONGXINBAOCHENGXINLANCHOUHUNHE
4929,6210,DFZBCZZQA,东方臻宝纯债债券A,债券型,DONGFANGZHENBAOCHUNZHAIZHAIQUANA
4930,6211,DFZBCZZQC,东方臻宝纯债债券C,债券型,DONGFANGZHENBAOCHUNZHAIZHAIQUANC
4933,6214,PA500ETFLJA,平安500ETF联接A,联接基金,PINGAN500ETFLIANJIEA
4934,6215,PA500ETFLJC,平安500ETF联接C,联接基金,PINGAN500ETFLIANJIEC
4935,6216,QHKYJZCZHHA,前海开源价值成长混合A,混合型,QIANHAIKAIYUANJIAZHICHENGZHANGHUNHEA
4936,6217,QHKYJZCZHHC,前海开源价值成长混合C,混合型,QIANHAIKAIYUANJIAZHICHENGZHANGHUNHEC
4937,6218,FGSWYYKJHH,富国生物医药科技混合,混合型,FUGUOSHENGWUYIYAOKEJIHUNHE
4938,6219,HFTDFDKZQ,海富通鼎丰定开债券,定开债券,HAIFUTONGDINGFENGDINGKAIZHAIQUAN
4939,6220,GYSZ50ETFLJA,工银上证50ETF联接A,联接基金,GONGYINSHANGZHENG50ETFLIANJIEA
4940,6221,GYSZ50ETFLJC,工银上证50ETF联接C,联接基金,GONGYINSHANGZHENG50ETFLIANJIEC
4941,6222,PAHXZQ,平安惠兴债券,债券型,PINGANHUIXINGZHAIQUAN
4942,6223,JYCXCZHH,交银创新成长混合,混合型,JIAOYINCHUANGXINCHENGZHANGHUNHE
4943,6224,ZYZZ35NQNFHZQ,中银中债3-5年期农发行债券,债券指数,ZHONGYINZHONGZHAI35NIANQINONGFAHANGZHAIQUAN
4944,6225,RBLHHHA,人保量化混合A,混合型,RENBAOLIANGHUAHUNHEA
4945,6226,RBLHHHC,人保量化混合C,混合型,RENBAOLIANGHUAHUNHEC
4946,6227,HBKJXFHH,华宝科技先锋混合,混合型,HUABAOKEJIXIANFENGHUNHE
4947,6228,ZOYLCXGPA,中欧医疗创新股票A,股票型,ZHONGOUYILIAOCHUANGXINGUPIAOA
4948,6229,ZOYLCXGPC,中欧医疗创新股票C,股票型,ZHONGOUYILIAOCHUANGXINGUPIAOC
4949,6230,PHYJQDHH,鹏华研究驱动混合,混合型,PENGHUAYANJIUQUDONGHUNHE
4950,6231,GRRJHHA,国融融君混合A,混合型,GUORONGRONGJUNHUNHEA
4951,6232,GRRJHHC,国融融君混合C,混合型,GUORONGRONGJUNHUNHEC
4952,6235,DFCZXFZTHH,东方城镇消费主题混合,混合型,DONGFANGCHENGZHENXIAOFEIZHUTIHUNHE
4953,6236,HTBRXDFWHH,华泰柏瑞现代服务混合,混合型,HUATAIBAIRUIXIANDAIFUWUHUNHE
4954,6237,YYJYZQ,永赢嘉益债券,债券型,YONGYINGJIAYIZHAIQUAN
4955,6240,ZRYLJKHHA,中融医疗健康混合A,混合型,ZHONGRONGYILIAOJIANKANGHUNHEA
4956,6241,ZRYLJKHHC,中融医疗健康混合C,混合型,ZHONGRONGYILIAOJIANKANGHUNHEC
4957,6242,BYYRCZZQ,宝盈盈润纯债债券,债券型,BAOYINGYINGRUNCHUNZHAIZHAIQUAN
4958,6243,ZYSXHBHH,中银双息回报混合,混合型,ZHONGYINSHUANGXIHUIBAOHUNHE
4959,6245,JSYL2030HHFOF,嘉实养老2030混合(FOF),混合-FOF,JIASHIYANGLAO2030HUNHEFOF
4960,6246,HXZXBETFLJA,华夏中小板ETF联接A,联接基金,HUAXIAZHONGXIAOBANETFLIANJIEA
4961,6247,HXZXBETFLJC,华夏中小板ETF联接C,联接基金,HUAXIAZHONGXIAOBANETFLIANJIEC
4962,6248,HXCYBETFLJA,华夏创业板ETF联接A,联接基金,HUAXIACHUANGYEBANETFLIANJIEA
4963,6249,HXCYBETFLJC,华夏创业板ETF联接C,联接基金,HUAXIACHUANGYEBANETFLIANJIEC
4964,6250,STMGDLJX,上投摩根动力精选,混合型,SHANGTOUMOGENDONGLIJINGXUAN
4965,6251,YHXSGP,银华兴盛股票,股票型,YINHUAXINGSHENGGUPIAO
4966,6252,YYXFZTA,永赢消费主题A,混合型,YONGYINGXIAOFEIZHUTIA
4967,6253,YYXFZTC,永赢消费主题C,混合型,YONGYINGXIAOFEIZHUTIC
4968,6254,CCJYZQ,长城久悦债券,债券型,CHANGCHENGJIUYUEZHAIQUAN
4969,6255,ZYZZJZHBLHCLA,中邮中证价值回报量化策略A,股票指数,ZHONGYOUZHONGZHENGJIAZHIHUIBAOLIANGHUACELUEA
4970,6256,ZYZZJZHBLHCLC,中邮中证价值回报量化策略C,股票指数,ZHONGYOUZHONGZHENGJIAZHIHUIBAOLIANGHUACELUEC
4971,6257,XDAYXJZZGPX,信达澳银先进智造股票型,股票型,XINDAAOYINXIANJINZHIZAOGUPIAOXING
4972,6258,HCWLWJTLZQC,华宸未来稳健添利债券C,债券型,HUACHENWEILAIWENJIANTIANLIZHAIQUANC
4973,6259,TFHLZZHHA,添富红利增长混合A,混合型,TIANFUHONGLIZENGZHANGHUNHEA
4974,6260,TFHLZZHHC,添富红利增长混合C,混合型,TIANFUHONGLIZENGZHANGHUNHEC
4975,6262,YFDSZCZETFLJC,易方达深证成指ETF联接C,联接基金,YIFANGDASHENZHENGCHENGZHIETFLIANJIEC
4976,6263,YFDXGXXGZSC,易方达香港小型股指数C,QDII-指数,YIFANGDAXIANGGANGXIAOXINGGUZHISHUC
4978,6265,HTCXXKJGP,红土创新新科技股票,股票型,HONGTUCHUANGXINXINKEJIGUPIAO
4979,6266,YYZNLXHHA,永赢智能领先混合A,混合型,YONGYINGZHINENGLINGXIANHUNHEA
4980,6267,NDLHHXA,诺德量化核心A,混合型,NUODELIANGHUAHEXINA
4981,6268,NDLHHXC,诺德量化核心C,混合型,NUODELIANGHUAHEXINC
4982,6269,YYZNLXHHC,永赢智能领先混合C,混合型,YONGYINGZHINENGLINGXIANHUNHEC
4983,6270,HAHXCZHHA,汇安核心成长混合A,混合型,HUIANHEXINCHENGZHANGHUNHEA
4984,6271,HAHXCZHHC,汇安核心成长混合C,混合型,HUIANHEXINCHENGZHANGHUNHEC
4985,6274,YXYFYYJK,圆信永丰医药健康,混合型,YUANXINYONGFENGYIYAOJIANKANG
4986,6275,YYJYZQA,永赢聚益债券A,债券型,YONGYINGJUYIZHAIQUANA
4987,6276,YYJYZQC,永赢聚益债券C,债券型,YONGYINGJUYIZHAIQUANC
4988,6277,ZJRHA,中金瑞和A,混合型,ZHONGJINRUIHEA
4989,6278,ZJRHC,中金瑞和C,混合型,ZHONGJINRUIHEC
4990,6279,ZJRXA,中金瑞祥A,混合型,ZHONGJINRUIXIANGA
4991,6280,ZJRXC,中金瑞祥C,混合型,ZHONGJINRUIXIANGC
4992,6281,WJRGZNHH,万家人工智能混合,混合型,WANJIARENGONGZHINENGHUNHE
4993,6282,STOZDLQDII,上投欧洲动力(QDII),QDII,SHANGTOUOUZHOUDONGLIQDII
4994,6283,PHMGFDCMYXH,鹏华美国房地产美元现汇,QDII,PENGHUAMEIGUOFANGDICHANMEIYUANXIANHUI
4995,6284,ZSXYSGYDKZFQS,浙商兴永三个月定开债发起式,定开债券,ZHESHANGXINGYONGSANGEYUEDINGKAIZHAIFAQISHI
4996,6285,PHHQFXMYXH,鹏华环球发现美元现汇,QDII,PENGHUAHUANQIUFAXIANMEIYUANXIANHUI
4997,6286,HTMSCIZGAGLJA,华泰MSCI中国A股联接A,联接基金,HUATAIMSCIZHONGGUOAGULIANJIEA
4998,6287,YYSYZQA,永赢盛益债券A,债券型,YONGYINGSHENGYIZHAIQUANA
4999,6288,YYSYZQC,永赢盛益债券C,债券型,YONGYINGSHENGYIZHAIQUANC
5000,6289,HXYL2040FOF,华夏养老2040(FOF),混合-FOF,HUAXIAYANGLAO2040FOF
5001,6290,NFYL2035FOFA,南方养老2035(FOF)A,混合-FOF,NANFANGYANGLAO2035FOFA
5002,6291,NFYL2035FOFC,南方养老2035(FOF)C,混合-FOF,NANFANGYANGLAO2035FOFC
5003,6292,YFDHCYL2043HHFOF,易方达汇诚养老2043混合(FOF),混合-FOF,YIFANGDAHUICHENGYANGLAO2043HUNHEFOF
5004,6293,HTMSCIZGAGLJC,华泰MSCI中国A股联接C,联接基金,HUATAIMSCIZHONGGUOAGULIANJIEC
5005,6294,WJWJYLFOF,万家稳健养老(FOF),混合-FOF,WANJIAWENJIANYANGLAOFOF
5006,6295,GYYL2035FOF,工银养老2035(FOF),混合-FOF,GONGYINYANGLAO2035FOF
5007,6296,PHYL2035HHFOF,鹏华养老2035混合(FOF),混合-FOF,PENGHUAYANGLAO2035HUNHEFOF
5008,6297,FGXWWJYLFOF,富国鑫旺稳健养老(FOF),混合-FOF,FUGUOXINWANGWENJIANYANGLAOFOF
5009,6298,GFWJYLFOF,广发稳健养老(FOF),混合-FOF,GUANGFAWENJIANYANGLAOFOF
5010,6299,HYHXJXHHA,恒越核心精选混合A,混合型,HENGYUEHEXINJINGXUANHUNHEA
5011,6300,HBBFGDJZQA,华宝宝丰高等级债券A,债券型,HUABAOBAOFENGGAODENGJIZHAIQUANA
5012,6301,HBBFGDJZQC,华宝宝丰高等级债券C,债券型,HUABAOBAOFENGGAODENGJIZHAIQUANC
5013,6302,YHHYLDHH,银华行业轮动混合,混合型,YINHUAHANGYELUNDONGHUNHE
5014,6303,ZYYLYNDKFOF,中银养老一年定开(FOF),混合-FOF,ZHONGYINYANGLAOYINIANDINGKAIFOF
5016,6305,YHZHYL2035HHFOF,银华尊和养老2035混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2035HUNHEFOF
5017,6306,TDHLTHPHYLFOF,泰达宏利泰和平衡养老(FOF),混合-FOF,TAIDAHONGLITAIHEPINGHENGYANGLAOFOF
5018,6307,JSYL2040HHFOF,嘉实养老2040混合(FOF),混合-FOF,JIASHIYANGLAO2040HUNHEFOF
5019,6308,HTFQQXFHHRMBA,汇添富全球消费混合人民币A,QDII,HUITIANFUQUANQIUXIAOFEIHUNHERENMINBIA
5020,6309,HTFQQXFHHRMBC,汇添富全球消费混合人民币C,QDII,HUITIANFUQUANQIUXIAOFEIHUNHERENMINBIC
5021,6310,HTFQQXFHHMYXH,汇添富全球消费混合美元现汇,QDII,HUITIANFUQUANQIUXIAOFEIHUNHEMEIYUANXIANHUI
5022,6311,ZJKZZA,中金可转债A,债券型,ZHONGJINKEZHUANZHAIA
5023,6312,ZJKZZC,中金可转债C,债券型,ZHONGJINKEZHUANZHAIC
5025,6314,ZRCLYXHHA,中融策略优选混合A,混合型,ZHONGRONGCELUEYOUXUANHUNHEA
5026,6315,ZRCLYXHHC,中融策略优选混合C,混合型,ZHONGRONGCELUEYOUXUANHUNHEC
5027,6316,PAHCCZZQ,平安惠诚纯债债券,债券型,PINGANHUICHENGCHUNZHAIZHAIQUAN
5028,6319,YFDARDZA,易方达安瑞短债A,债券型,YIFANGDAANRUIDUANZHAIA
5029,6320,YFDARDZC,易方达安瑞短债C,债券型,YIFANGDAANRUIDUANZHAIC
5030,6321,ZOYJYL2035FOFA,中欧预见养老2035(FOF)A,混合-FOF,ZHONGOUYUJIANYANGLAO2035FOFA
5031,6322,ZOYJYL2035FOFC,中欧预见养老2035(FOF)C,混合-FOF,ZHONGOUYUJIANYANGLAO2035FOFC
5032,6323,HXZYJXHHA,合煦智远嘉选混合A,混合型,HEXUZHIYUANJIAXUANHUNHEA
5033,6324,HXZYJXHHC,合煦智远嘉选混合C,混合型,HEXUZHIYUANJIAXUANHUNHEC
5036,6327,YFDZZHWLJRMBA,易方达中证海外联接人民币A,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIERENMINBIA
5037,6328,YFDZZHWLJRMBC,易方达中证海外联接人民币C,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIERENMINBIC
5038,6329,YFDZZHWLJMYA,易方达中证海外联接美元A,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIEMEIYUANA
5039,6330,YFDZZHWLJMYC,易方达中证海外联接美元C,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIEMEIYUANC
5040,6331,ZYGYQYZC,中银国有企业债C,债券型,ZHONGYINGUOYOUQIYEZHAIC
