,FundCode,Sim1,name,type,Sim2
4543,5784,CJHXHYLGYDKZA,创金合信汇誉六个月定开债A,定开债券,CHUANGJINHEXINHUIYULIUGEYUEDINGKAIZHAIA
4544,5785,CJHXHYLGYDKZC,创金合信汇誉六个月定开债C,定开债券,CHUANGJINHEXINHUIYULIUGEYUEDINGKAIZHAIC
4545,5786,ZYCZHLDKZ,中邮纯债汇利定开债,定开债券,ZHONGYOUCHUNZHAIHUILIDINGKAIZHAI
4546,5787,ZOXQSHHC,中欧新趋势混合C,混合型,ZHONGOUXINQUSHIHUNHEC
4547,5788,NFMSCIZGAGLJA,南方MSCI中国A股联接A,联接基金,NANFANGMSCIZHONGGUOAGULIANJIEA
4548,5789,NFMSCIZGAGLJC,南方MSCI中国A股联接C,联接基金,NANFANGMSCIZHONGGUOAGULIANJIEC
4549,5790,YHJX3GYDKZ,银河景行3个月定开债,定开债券,YINHEJINGXING3GEYUEDINGKAIZHAI
4550,5791,HXDFSGYDKZA,华夏鼎福三个月定开债A,定开债券,HUAXIADINGFUSANGEYUEDINGKAIZHAIA
4551,5792,HXDFSGYDKZC,华夏鼎福三个月定开债C,定开债券,HUAXIADINGFUSANGEYUEDINGKAIZHAIC
4552,5793,HFKZZZQ,华富可转债债券,债券型,HUAFUKEZHUANZHAIZHAIQUAN
4553,5794,YHXYLHPZHH,银华心怡灵活配置混合,混合型,YINHUAXINYILINGHUOPEIZHIHUNHE
4554,5795,BSZZ500ZSZQC,博时中证500指数增强C,股票指数,BOSHIZHONGZHENG500ZHISHUZENGQIANGC
4555,5796,JSXTRDQHHA,嘉实新添荣定期混合A,混合型,JIASHIXINTIANRONGDINGQIHUNHEA
4556,5797,JSXTRDQHHC,嘉实新添荣定期混合C,混合型,JIASHIXINTIANRONGDINGQIHUNHEC
4557,5799,CJHXCLHBA,创金合信春来回报A,混合型,CHUANGJINHEXINCHUNLAIHUIBAOA
4558,5800,CJHXCLHBC,创金合信春来回报C,混合型,CHUANGJINHEXINCHUNLAIHUIBAOC
4559,5801,GYYDJJMY,工银印度基金美元,QDII,GONGYINYINDUJIJINMEIYUAN
4560,5802,TFZNZZGP,添富智能制造股票,股票型,TIANFUZHINENGZHIZAOGUPIAO
4561,5803,GFJJJETFLJA,广发京津冀ETF联接A,联接基金,GUANGFAJINGJINJIETFLIANJIEA
4562,5804,GFJJJETFLJC,广发京津冀ETF联接C,联接基金,GUANGFAJINGJINJIETFLIANJIEC
4563,5805,HTBRYLJKHH,华泰柏瑞医疗健康混合,混合型,HUATAIBAIRUIYILIAOJIANKANGHUNHE
4564,5806,HTBRGQZH,华泰柏瑞国企整合,混合型,HUATAIBAIRUIGUOQIZHENGHE
4565,5807,AXFX100ZSA,安信复兴100指数A,股票指数,ANXINFUXING100ZHISHUA
4566,5808,AXFX100ZSC,安信复兴100指数C,股票指数,ANXINFUXING100ZHISHUC
4567,5809,QHKYYYFOF,前海开源裕源(FOF),混合-FOF,QIANHAIKAIYUANYUYUANFOF
4568,5810,NFRXYNHHA,南方瑞祥一年混合A,混合型,NANFANGRUIXIANGYINIANHUNHEA
4569,5811,NFRXYNHHC,南方瑞祥一年混合C,混合型,NANFANGRUIXIANGYINIANHUNHEC
4570,5812,PHCYJX,鹏华产业精选,混合型,PENGHUACHANYEJINGXUAN
4571,5813,HACESGGTETFLJA,华安CES港股通ETF联接A,联接基金,HUAANCESGANGGUTONGETFLIANJIEA
4572,5814,HACESGGTETFLJC,华安CES港股通ETF联接C,联接基金,HUAANCESGANGGUTONGETFLIANJIEC
4573,5815,NYHLRXLHPZHH,农银汇理睿选灵活配置混合,混合型,NONGYINHUILIRUIXUANLINGHUOPEIZHIHUNHE
4574,5816,GTNHDQKFZQ,国泰农惠定期开放债券,定开债券,GUOTAINONGHUIDINGQIKAIFANGZHAIQUAN
4575,5817,JYSAFSDKZ,金元顺安沣顺定开债,定开债券,JINYUANSHUNANFENGSHUNDINGKAIZHAI
4576,5818,JYSAFTDKZFQS,金元顺安沣泰定开债发起式,定开债券,JINYUANSHUNANFENGTAIDINGKAIZHAIFAQISHI
4577,5819,GTYSHYHH,国泰优势行业混合,混合型,GUOTAIYOUSHIHANGYEHUNHE
4578,5820,BSFXCZ3GYDKZFQS,博时富兴纯债3个月定开债发起式,定开债券,BOSHIFUXINGCHUNZHAI3GEYUEDINGKAIZHAIFAQISHI
4579,5821,WJXJYLTQYHH,万家新机遇龙头企业混合,混合型,WANJIAXINJIYULONGTOUQIYEHUNHE
4580,5822,GFHY6GYDKZ,国富恒裕6个月定开债,定开债券,GUOFUHENGYU6GEYUEDINGKAIZHAI
4581,5823,TKYXHHA,泰康颐享混合A,混合型,TAIKANGYIXIANGHUNHEA
4582,5824,TKYXHHC,泰康颐享混合C,混合型,TAIKANGYIXIANGHUNHEC
4583,5825,SWLXZNQDGP,申万菱信智能驱动股票,股票型,SHENWANLINGXINZHINENGQUDONGGUPIAO
4584,5826,HXQLJXGP,华夏潜龙精选股票,股票型,HUAXIAQIANLONGJINGXUANGUPIAO
4585,5827,YFDLCJXHH,易方达蓝筹精选混合,混合型,YIFANGDALANCHOUJINGXUANHUNHE
4586,5828,CJLYDKZ,长江乐越定开债,定开债券,CHANGJIANGLEYUEDINGKAIZHAI
4587,5829,JXMSCILJA,建信MSCI联接A,联接基金,JIANXINMSCILIANJIEA
4588,5830,JXMSCILJC,建信MSCI联接C,联接基金,JIANXINMSCILIANJIEC
4589,5831,PHZYFQSDKZQ,鹏华尊悦发起式定开债券,定开债券,PENGHUAZUNYUEFAQISHIDINGKAIZHAIQUAN
4590,5832,JSMSCIZGAGGJTLJ,景顺MSCI中国A股国际通联接,联接基金,JINGSHUNMSCIZHONGGUOAGUGUOJITONGLIANJIE
4591,5833,GYHLYXHHA,工银红利优享混合A,混合型,GONGYINHONGLIYOUXIANGHUNHEA
4592,5834,GYHLYXHHC,工银红利优享混合C,混合型,GONGYINHONGLIYOUXIANGHUNHEC
4593,5835,ZSWZDQKFHH,招商稳祯定期开放混合,混合型,ZHAOSHANGWENZHENDINGQIKAIFANGHUNHE
4594,5836,CJHXTYSJHDKZQA,创金合信泰盈双季红定开债券A,定开债券,CHUANGJINHEXINTAIYINGSHUANGJIHONGDINGKAIZHAIQUANA
4595,5837,CJHXTYSJHDKZQC,创金合信泰盈双季红定开债券C,定开债券,CHUANGJINHEXINTAIYINGSHUANGJIHONGDINGKAIZHAIQUANC
4596,5840,FGCYQDHH,富国产业驱动混合,混合型,FUGUOCHANYEQUDONGHUNHE
4597,5841,FGZLCZDKZ,富国尊利纯债定开债,定开债券,FUGUOZUNLICHUNZHAIDINGKAIZHAI
4599,5843,JYSAFQZQ,金元顺安沣泉债券,债券型,JINYUANSHUNANFENGQUANZHAIQUAN
4600,5844,DFRGZNZTHH,东方人工智能主题混合,混合型,DONGFANGRENGONGZHINENGZHUTIHUNHE
4601,5845,CCJRCZDK,长城久荣纯债定开,定开债券,CHANGCHENGJIURONGCHUNZHAIDINGKAI
4602,5846,BYYTCZZQA,宝盈盈泰纯债债券A,债券型,BAOYINGYINGTAICHUNZHAIZHAIQUANA
4603,5847,FGHGSYJQDHHX,富国沪港深业绩驱动混合型,混合型,FUGUOHUGANGSHENYEJIQUDONGHUNHEXING
4604,5848,YHYLHHFQS,银华裕利混合发起式,混合型,YINHUAYULIHUNHEFAQISHI
4605,5849,XYHLDKZFQS,鑫元合利定开债发起式,定开债券,XINYUANHELIDINGKAIZHAIFAQISHI
4606,5850,CTLHJZYXHH,财通量化价值优选混合,混合型,CAITONGLIANGHUAJIAZHIYOUXUANHUNHE
4607,5851,CTXSYLHPZHHA,财通新视野灵活配置混合A,混合型,CAITONGXINSHIYELINGHUOPEIZHIHUNHEA
4608,5852,ZYTLZQFQC,中银添利债券发起C,债券型,ZHONGYINTIANLIZHAIQUANFAQIC
4609,5853,CTJLCZZQ,财通聚利纯债债券,债券型,CAITONGJULICHUNZHAIZHAIQUAN
4610,5854,CTHLCZ,财通汇利纯债,债券型,CAITONGHUILICHUNZHAI
4611,5855,ZKWTWRHHA,中科沃土沃瑞混合A,混合型,ZHONGKEWOTUWORUIHUNHEA
4612,5856,ZKWTWRHHC,中科沃土沃瑞混合C,混合型,ZHONGKEWOTUWORUIHUNHEC
4613,5857,HTFXCDKZA,汇添富鑫成定开债A,定开债券,HUITIANFUXINCHENGDINGKAIZHAIA
4614,5858,HTFXCDKZC,汇添富鑫成定开债C,定开债券,HUITIANFUXINCHENGDINGKAIZHAIC
4615,5859,NFGSDQKFHH,南方固胜定期开放混合,混合型,NANFANGGUSHENGDINGQIKAIFANGHUNHE
4616,5862,HXDLSGYDKZQA,华夏鼎禄三个月定开债券A,定开债券,HUAXIADINGLUSANGEYUEDINGKAIZHAIQUANA
4617,5863,HXDLSGYDKZQC,华夏鼎禄三个月定开债券C,定开债券,HUAXIADINGLUSANGEYUEDINGKAIZHAIQUANC
4618,5864,GTRYSDCZZQ,国投瑞银顺达纯债债券,债券型,GUOTOURUIYINSHUNDACHUNZHAIZHAIQUAN
4619,5865,PYASLHDCLHHA,浦银安盛量化多策略混合A,混合型,PUYINANSHENGLIANGHUADUOCELUEHUNHEA
4620,5866,PYASLHDCLHHC,浦银安盛量化多策略混合C,混合型,PUYINANSHENGLIANGHUADUOCELUEHUNHEC
4621,5867,GTHS300ZSC,国泰沪深300指数C,股票指数,GUOTAIHUSHEN300ZHISHUC
4622,5868,PAMSCIZGAGETFLJA,平安MSCI中国A股ETF联接A,联接基金,PINGANMSCIZHONGGUOAGUETFLIANJIEA
4623,5869,PAMSCIZGAGETFLJC,平安MSCI中国A股ETF联接C,联接基金,PINGANMSCIZHONGGUOAGUETFLIANJIEC
4624,5870,PHHS300ZSZQ,鹏华沪深300指数增强,股票指数,PENGHUAHUSHEN300ZHISHUZENGQIANG
4625,5871,THRXDKZ,天弘荣享定开债,定开债券,TIANHONGRONGXIANGDINGKAIZHAI
4626,5872,TPHLCZ,太平恒利纯债,债券型,TAIPINGHENGLICHUNZHAI
4627,5873,JXCYBETFLJA,建信创业板ETF联接A,联接基金,JIANXINCHUANGYEBANETFLIANJIEA
4628,5874,JXCYBETFLJC,建信创业板ETF联接C,联接基金,JIANXINCHUANGYEBANETFLIANJIEC
4629,5875,YFDZPCZHH,易方达中盘成长混合,混合型,YIFANGDAZHONGPANCHENGZHANGHUNHE
4630,5876,YFDXZZLHHA,易方达鑫转增利混合A,混合型,YIFANGDAXINZHUANZENGLIHUNHEA
4631,5877,YFDXZZLHHC,易方达鑫转增利混合C,混合型,YIFANGDAXINZHUANZENGLIHUNHEC
4632,5878,BSCYXDLHHC,博时产业新动力混合C,混合型,BOSHICHANYEXINDONGLIHUNHEC
4633,5879,ZJYXDKZQ,中加颐兴定开债券,定开债券,ZHONGJIAYIXINGDINGKAIZHAIQUAN
4634,5880,JXSZ50ETFLJA,建信上证50ETF联接A,联接基金,JIANXINSHANGZHENG50ETFLIANJIEA
4635,5881,JXSZ50ETFLJC,建信上证50ETF联接C,联接基金,JIANXINSHANGZHENG50ETFLIANJIEC
4636,5882,CTZGHDCZE,财通资管鸿达纯债E,债券型,CAITONGZIGUANHONGDACHUNZHAIE
4637,5883,HBGGTXGJXHH,华宝港股通香港精选混合,混合型,HUABAOGANGGUTONGXIANGGANGJINGXUANHUNHE
4639,5885,JYXXCYGPC,金鹰信息产业股票C,股票型,JINYINGXINXICHANYEGUPIAOC
4640,5886,HXDPZQA,华夏鼎沛债券A,债券型,HUAXIADINGPEIZHAIQUANA
4641,5887,HXDPZQC,华夏鼎沛债券C,债券型,HUAXIADINGPEIZHAIQUANC
4642,5888,HXXXXFHHA,华夏新兴消费混合A,混合型,HUAXIAXINXINGXIAOFEIHUNHEA
4643,5889,HXXXXFHHC,华夏新兴消费混合C,混合型,HUAXIAXINXINGXIAOFEIHUNHEC
4644,5890,XFBYCZA,先锋博盈纯债A,债券型,XIANFENGBOYINGCHUNZHAIA
4645,5891,XFBYCZC,先锋博盈纯债C,债券型,XIANFENGBOYINGCHUNZHAIC
4646,5892,XFHYCZA,先锋汇盈纯债A,债券型,XIANFENGHUIYINGCHUNZHAIA
4647,5893,XFHYCZC,先锋汇盈纯债C,债券型,XIANFENGHUIYINGCHUNZHAIC
4648,5894,HXYSJXGP,华夏优势精选股票,股票型,HUAXIAYOUSHIJINGXUANGUPIAO
4649,5895,PAHFDKZ,平安合丰定开债,定开债券,PINGANHEFENGDINGKAIZHAI
4650,5896,PAHHDKZ,平安合慧定开债,定开债券,PINGANHEHUIDINGKAIZHAI
4652,5898,PYASSZDKZQ,浦银安盛盛泽定开债券,定开债券,PUYINANSHENGSHENGZEDINGKAIZHAIQUAN
4653,5899,GTRYPPYSHH,国投瑞银品牌优势混合,混合型,GUOTOURUIYINPINPAIYOUSHIHUNHE
4654,5900,GTRYHYXFHH,国投瑞银行业先锋混合,混合型,GUOTOURUIYINHANGYEXIANFENGHUNHE
4655,5901,NAHLLHPZHHA,诺安汇利灵活配置混合A,混合型,NUOANHUILILINGHUOPEIZHIHUNHEA
4656,5902,NAHLLHPZHHC,诺安汇利灵活配置混合C,混合型,NUOANHUILILINGHUOPEIZHIHUNHEC
4657,5903,TDHLJYHH,泰达宏利绩优混合,混合型,TAIDAHONGLIJIYOUHUNHE
4658,5904,HTBXCZYXA,华泰保兴成长优选A,混合型,HUATAIBAOXINGCHENGZHANGYOUXUANA
4659,5905,HTBXCZYXC,华泰保兴成长优选C,混合型,HUATAIBAOXINGCHENGZHANGYOUXUANC
4660,5906,ZSFMLHHHFQSA,招商丰茂灵活混合发起式A,混合型,ZHAOSHANGFENGMAOLINGHUOHUNHEFAQISHIA
4661,5907,ZSFMLHHHFQSC,招商丰茂灵活混合发起式C,混合型,ZHAOSHANGFENGMAOLINGHUOHUNHEFAQISHIC
4662,5908,HTBXZLZQA,华泰保兴尊利债券A,债券型,HUATAIBAOXINGZUNLIZHAIQUANA
4663,5909,HTBXZLZQC,华泰保兴尊利债券C,债券型,HUATAIBAOXINGZUNLIZHAIQUANC
4664,5910,GFLTYXHH,广发龙头优选混合,混合型,GUANGFALONGTOUYOUXUANHUNHE
4665,5911,GFSQSJHH,广发双擎升级混合,混合型,GUANGFASHUANGQINGSHENGJIHUNHE
4666,5912,GFQQSYQDIIRMBA,广发全球收益(QDII)人民币A,QDII,GUANGFAQUANQIUSHOUYIQDIIRENMINBIA
4667,5913,GFQQSYQDIIRMBC,广发全球收益(QDII)人民币C,QDII,GUANGFAQUANQIUSHOUYIQDIIRENMINBIC
4668,5914,JSCCZNSHHH,景顺长城智能生活混合,混合型,JINGSHUNCHANGCHENGZHINENGSHENGHUOHUNHE
4669,5917,GFHY3GYDKZ,广发汇誉3个月定开债,定开债券,GUANGFAHUIYU3GEYUEDINGKAIZHAI
4670,5918,THHS300ZSC,天弘沪深300指数C,股票指数,TIANHONGHUSHEN300ZHISHUC
4671,5919,THZZ500ZSC,天弘中证500指数C,股票指数,TIANHONGZHONGZHENG500ZHISHUC
4672,5920,FGYLCZZQ,富国颐利纯债债券,债券型,FUGUOYILICHUNZHAIZHAIQUAN
4673,5921,NYHLJX3GYDKZ,农银汇理金鑫3个月定开债,定开债券,NONGYINHUILIJINXIN3GEYUEDINGKAIZHAI
4674,5922,YXYFZGDJZ,圆信永丰中高等级债,债券型,YUANXINYONGFENGZHONGGAODENGJIZHAI
4675,5925,JXFZYTHHFOFA,建信福泽裕泰混合(FOF)A,混合-FOF,JIANXINFUZEYUTAIHUNHEFOFA
4676,5926,JXFZYTHHFOFC,建信福泽裕泰混合(FOF)C,混合-FOF,JIANXINFUZEYUTAIHUNHEFOFC
4677,5927,CJHXXNYQCGPA,创金合信新能源汽车股票A,股票型,CHUANGJINHEXINXINNENGYUANQICHEGUPIAOA
4678,5928,CJHXXNYQCGPC,创金合信新能源汽车股票C,股票型,CHUANGJINHEXINXINNENGYUANQICHEGUPIAOC
4679,5931,ZRHYCZA,中融恒裕纯债A,债券型,ZHONGRONGHENGYUCHUNZHAIA
4680,5932,ZRHYCZC,中融恒裕纯债C,债券型,ZHONGRONGHENGYUCHUNZHAIC
4681,5933,QHLHXJZZHHA,前海联合先进制造混合A,混合型,QIANHAILIANHEXIANJINZHIZAOHUNHEA
4682,5934,QHLHXJZZHHC,前海联合先进制造混合C,混合型,QIANHAILIANHEXIANJINZHIZAOHUNHEC
4683,5935,QHLHRFHHC,前海联合润丰混合C,混合型,QIANHAILIANHERUNFENGHUNHEC
4684,5936,SWLXATHLCZA,申万菱信安泰惠利纯债A,债券型,SHENWANLINGXINANTAIHUILICHUNZHAIA
4685,5937,GYJXJRDCHHA,工银精选金融地产混合A,混合型,GONGYINJINGXUANJINRONGDICHANHUNHEA
4686,5938,GYJXJRDCHHC,工银精选金融地产混合C,混合型,GONGYINJINGXUANJINRONGDICHANHUNHEC
4687,5939,GYXNYQCHHA,工银新能源汽车混合A,混合型,GONGYINXINNENGYUANQICHEHUNHEA
4688,5940,GYXNYQCHHC,工银新能源汽车混合C,混合型,GONGYINXINNENGYUANQICHEHUNHEC
4689,5943,GYJFHHA,工银聚福混合A,混合型,GONGYINJUFUHUNHEA
4690,5944,GYJFHHC,工银聚福混合C,混合型,GONGYINJUFUHUNHEC
4691,5945,GYKZZYXZQA,工银可转债优选债券A,债券型,GONGYINKEZHUANZHAIYOUXUANZHAIQUANA
4692,5946,GYKZZYXZQC,工银可转债优选债券C,债券型,GONGYINKEZHUANZHAIYOUXUANZHAIQUANC
4693,5947,DBMYJQLHHHA,德邦民裕进取量化混合A,混合型,DEBANGMINYUJINQULIANGHUAHUNHEA
4694,5948,DBMYJQLHHHC,德邦民裕进取量化混合C,混合型,DEBANGMINYUJINQULIANGHUAHUNHEC
4695,5949,XYHYLDHHA,鑫元行业轮动混合A,混合型,XINYUANHANGYELUNDONGHUNHEA
4696,5950,XYHYLDHHC,鑫元行业轮动混合C,混合型,XINYUANHANGYELUNDONGHUNHEC
4697,5951,MSJYHYCZA,民生加银恒益纯债A,债券型,MINSHENGJIAYINHENGYICHUNZHAIA
4698,5952,MSJYHYCZC,民生加银恒益纯债C,债券型,MINSHENGJIAYINHENGYICHUNZHAIC
4699,5953,RBZXXDLHHA,人保转型新动力混合A,混合型,RENBAOZHUANXINGXINDONGLIHUNHEA
4700,5954,RBZXXDLHHC,人保转型新动力混合C,混合型,RENBAOZHUANXINGXINDONGLIHUNHEC
4701,5955,YFDXZTLHHA,易方达鑫转添利混合A,混合型,YIFANGDAXINZHUANTIANLIHUNHEA
4702,5956,YFDXZTLHHC,易方达鑫转添利混合C,混合型,YIFANGDAXINZHUANTIANLIHUNHEC
4703,5957,HXJFHHFOFA,华夏聚丰混合(FOF)A,混合-FOF,HUAXIAJUFENGHUNHEFOFA
4704,5958,HXJFHHFOFC,华夏聚丰混合(FOF)C,混合-FOF,HUAXIAJUFENGHUNHEFOFC
4705,5959,CTXSYLHPZHHC,财通新视野灵活配置混合C,混合型,CAITONGXINSHIYELINGHUOPEIZHIHUNHEC
4706,5960,BSLHJZGPA,博时量化价值股票A,股票型,BOSHILIANGHUAJIAZHIGUPIAOA
4707,5961,BSLHJZGPC,博时量化价值股票C,股票型,BOSHILIANGHUAJIAZHIGUPIAOC
4708,5962,BYRGZNGPA,宝盈人工智能股票A,股票型,BAOYINGRENGONGZHINENGGUPIAOA
4709,5963,BYRGZNGPC,宝盈人工智能股票C,股票型,BAOYINGRENGONGZHINENGGUPIAOC
4710,5964,ZOACDKZFQS,中欧安财定开债发起式,定开债券,ZHONGOUANCAIDINGKAIZHAIFAQISHI
4711,5965,AXZZ500ZSZQA,安信中证500指数增强A,股票指数,ANXINZHONGZHENG500ZHISHUZENGQIANGA
4712,5966,AXZZ500ZSZQC,安信中证500指数增强C,股票指数,ANXINZHONGZHENG500ZHISHUZENGQIANGC
4713,5967,PHCXQDHH,鹏华创新驱动混合,混合型,PENGHUACHUANGXINQUDONGHUNHE
4714,5968,CJHXGYZQGPA,创金合信工业周期股票A,股票型,CHUANGJINHEXINGONGYEZHOUQIGUPIAOA
4715,5969,CJHXGYZQGPC,创金合信工业周期股票C,股票型,CHUANGJINHEXINGONGYEZHOUQIGUPIAOC
4716,5970,GTXFYXGP,国泰消费优选股票,股票型,GUOTAIXIAOFEIYOUXUANGUPIAO
4717,5971,PAHJZQ,平安惠锦债券,债券型,PINGANHUIJINZHAIQUAN
4718,5972,JYYRCZZQA,交银裕如纯债债券A,债券型,JIAOYINYURUCHUNZHAIZHAIQUANA
4719,5973,JYYRCZZQC,交银裕如纯债债券C,债券型,JIAOYINYURUCHUNZHAIZHAIQUANC
4720,5974,DFHPZJXHHA,东方红配置精选混合A,混合型,DONGFANGHONGPEIZHIJINGXUANHUNHEA
4721,5975,DFHPZJXHHC,东方红配置精选混合C,混合型,DONGFANGHONGPEIZHIJINGXUANHUNHEC
4722,5976,CXWJZCPZFOF,长信稳进资产配置(FOF),混合-FOF,CHANGXINWENJINZICHANPEIZHIFOF
4723,5977,ZXBCZXHHA,中信保诚至兴混合A,混合型,ZHONGXINBAOCHENGZHIXINGHUNHEA
4724,5978,ZXBCZXHHC,中信保诚至兴混合C,混合型,ZHONGXINBAOCHENGZHIXINGHUNHEC
4725,5979,NFHSDZCFOFA,南方合顺多资产(FOF)A,混合-FOF,NANFANGHESHUNDUOZICHANFOFA
4726,5980,NFHSDZCFOFC,南方合顺多资产(FOF)C,混合-FOF,NANFANGHESHUNDUOZICHANFOFC
4727,5983,STMGHXJX,上投摩根核心精选,股票型,SHANGTOUMOGENHEXINJINGXUAN
4728,5988,XYCZYNDKZA,兴业纯债一年定开债A,定开债券,XINGYECHUNZHAIYINIANDINGKAIZHAIA
4729,5989,XYCZYNDKZC,兴业纯债一年定开债C,定开债券,XINGYECHUNZHAIYINIANDINGKAIZHAIC
4730,5990,SWLXATHLCZC,申万菱信安泰惠利纯债C,债券型,SHENWANLINGXINANTAIHUILICHUNZHAIC
4731,5992,GDBDXCDZA,光大保德信超短债A,债券型,GUANGDABAODEXINCHAODUANZHAIA
4732,5993,GDBDXCDZC,光大保德信超短债C,债券型,GUANGDABAODEXINCHAODUANZHAIC
4733,5994,GTZZ500ZSLHZQA,国投中证500指数量化增强A,股票指数,GUOTOUZHONGZHENG500ZHISHULIANGHUAZENGQIANGA
4734,5995,GTRYSHZQ,国投瑞银顺泓债券,定开债券,GUOTOURUIYINSHUNHONGZHAIQUAN
4735,5996,GTRYSCCZZQ,国投瑞银顺昌纯债债券,债券型,GUOTOURUIYINSHUNCHANGCHUNZHAIZHAIQUAN
4736,5997,THYLLHPZHHC,天弘裕利灵活配置混合C,混合型,TIANHONGYULILINGHUOPEIZHIHUNHEC
4737,5998,JSSZJBM120LJC,嘉实深证基本面120联接C,联接基金,JIASHISHENZHENGJIBENMIAN120LIANJIEC
4738,5999,JSZZJRDCETFLJC,嘉实中证金融地产ETF联接C,联接基金,JIASHIZHONGZHENGJINRONGDICHANETFLIANJIEC
4739,6002,GYYYJKGPA,工银医药健康股票A,股票型,GONGYINYIYAOJIANKANGGUPIAOA
4740,6003,GYYYJKGPC,工银医药健康股票C,股票型,GONGYINYIYAOJIANKANGGUPIAOC
4741,6004,GYTXYNDKZQ,工银添祥一年定开债券,定开债券,GONGYINTIANXIANGYINIANDINGKAIZHAIQUAN
4742,6005,NADLHHA,诺安鼎利混合A,混合型,NUOANDINGLIHUNHEA
4743,6006,NADLHHC,诺安鼎利混合C,混合型,NUOANDINGLIHUNHEC
4744,6007,NAJJPZHHA,诺安积极配置混合A,混合型,NUOANJIJIPEIZHIHUNHEA
4745,6008,NAJJPZHHC,诺安积极配置混合C,混合型,NUOANJIJIPEIZHIHUNHEC
4746,6009,GRRYLHPZHHA,国融融银灵活配置混合A,混合型,GUORONGRONGYINLINGHUOPEIZHIHUNHEA
4747,6010,GRRYLHPZHHC,国融融银灵活配置混合C,混合型,GUORONGRONGYINLINGHUOPEIZHIHUNHEC
4748,6011,ZXBCWHA,中信保诚稳鸿A,债券型,ZHONGXINBAOCHENGWENHONGA
4749,6012,ZXBCWHC,中信保诚稳鸿C,债券型,ZHONGXINBAOCHENGWENHONGC
4752,6015,HAXYSJHZQC,华安信用四季红债券C,债券型,HUAANXINYONGSIJIHONGZHAIQUANC
4753,6016,PAHAZQ,平安惠安债券,债券型,PINGANHUIANZHAIQUAN
4754,6019,GFJZCZ,广发景智纯债,债券型,GUANGFAJINGZHICHUNZHAI
4755,6020,GFHS300ZSZQA,广发沪深300指数增强A,股票指数,GUANGFAHUSHEN300ZHISHUZENGQIANGA
4756,6021,GFHS300ZSZQC,广发沪深300指数增强C,股票指数,GUANGFAHUSHEN300ZHISHUZENGQIANGC
4757,6022,FGDPJZLHHH,富国大盘价值量化混合,混合型,FUGUODAPANJIAZHILIANGHUAHUNHE
4758,6023,BYJFLNDKZQA,宝盈聚丰两年定开债券A,定开债券,BAOYINGJUFENGLIANGNIANDINGKAIZHAIQUANA
4759,6024,BYJFLNDKZQC,宝盈聚丰两年定开债券C,定开债券,BAOYINGJUFENGLIANGNIANDINGKAIZHAIQUANC
4760,6025,NAYHPZHH,诺安优化配置混合,混合型,NUOANYOUHUAPEIZHIHUNHE
4761,6026,DWDTCZZQ,东吴鼎泰纯债债券,债券型,DONGWUDINGTAICHUNZHAIZHAIQUAN
4762,6027,GTRYSXZQ,国投瑞银顺祥债券,定开债券,GUOTOURUIYINSHUNXIANGZHAIQUAN
4763,6029,PHZXDKZFQS,鹏华尊享定开债发起式,定开债券,PENGHUAZUNXIANGDINGKAIZHAIFAQISHI
4764,6030,NFCYZZA,南方昌元转债A,债券型,NANFANGCHANGYUANZHUANZHAIA
4766,6032,CJHXHZSGYDKZQ,创金合信汇泽三个月定开债券,定开债券,CHUANGJINHEXINHUIZESANGEYUEDINGKAIZHAIQUAN
4767,6034,FGMSCIZGAGGJT,富国MSCI中国A股国际通,股票指数,FUGUOMSCIZHONGGUOAGUGUOJITONG
4768,6035,ZRHHCZA,中融恒惠纯债A,债券型,ZHONGRONGHENGHUICHUNZHAIA
4769,6036,ZRHHCZC,中融恒惠纯债C,债券型,ZHONGRONGHENGHUICHUNZHAIC
4770,6037,GTRHCZZQ,国泰瑞和纯债债券,债券型,GUOTAIRUIHECHUNZHAIZHAIQUAN
4771,6038,DCJHHHC,大成景恒混合C,混合型,DACHENGJINGHENGHUNHEC
4772,6039,GFGZYSHH,国富估值优势混合,混合型,GUOFUGUZHIYOUSHIHUNHE
4773,6040,AXYRDKZQ,安信永瑞定开债券,定开债券,ANXINYONGRUIDINGKAIZHAIQUAN
4774,6042,STMGSRHHFOF,上投摩根尚睿混合(FOF),混合-FOF,SHANGTOUMOGENSHANGRUIHUNHEFOF
4775,6043,YYHYZQA,永赢惠益债券A,债券型,YONGYINGHUIYIZHAIQUANA
4776,6044,YYHYZQC,永赢惠益债券C,债券型,YONGYINGHUIYIZHAIQUANC
4777,6045,CCJRSGYDKZFQS,长城久瑞三个月定开债发起式,定开债券,CHANGCHENGJIURUISANGEYUEDINGKAIZHAIFAQISHI
4778,6047,CXWJCZZQE,长信稳健纯债债券E,债券型,CHANGXINWENJIANCHUNZHAIZHAIQUANE
4779,6048,CCZZ500ZSZQA,长城中证500指数增强A,股票指数,CHANGCHENGZHONGZHENG500ZHISHUZENGQIANGA
4780,6049,HYYJJXHHAB,恒越研究精选混合A/B,混合型,HENGYUEYANJIUJINGXUANHUNHEAB
4782,6051,PYHXJZLHPZA,鹏扬核心价值灵活配置A,混合型,PENGYANGHEXINJIAZHILINGHUOPEIZHIA
4783,6052,PYHXJZLHPZC,鹏扬核心价值灵活配置C,混合型,PENGYANGHEXINJIAZHILINGHUOPEIZHIC
