,Unnamed: 0,FundCode,Sim1,name,type,Sim2
3118,3249,4186,JXZLHBB,江信增利货币B,货币型,JIANGXINZENGLIHUOBIB
3119,3250,4189,HSXFHYGP,华商消费行业股票,股票型,HUASHANGXIAOFEIHANGYEGUPIAO
3128,3259,4198,HFTYHBA,华富天益货币A,货币型,HUAFUTIANYIHUOBIA
3129,3260,4199,HFTYHBB,华富天益货币B,货币型,HUAFUTIANYIHUOBIB
3130,3261,4200,BSFRCZZQ,博时富瑞纯债债券,债券型,BOSHIFURUICHUNZHAIZHAIQUAN
3131,3262,4201,HXCFBHBB,华夏财富宝货币B,货币型,HUAXIACAIFUBAOHUOBIB
3132,3263,4202,HXRPTXHH,华夏睿磐泰兴混合,混合型,HUAXIARUIPANTAIXINGHUNHE
3133,3264,4205,DFZZCYLHPZHH,东方支柱产业灵活配置混合,混合型,DONGFANGZHIZHUCHANYELINGHUOPEIZHIHUNHE
3134,3265,4206,HSYHLHPZHH,华商元亨灵活配置混合,混合型,HUASHANGYUANHENGLINGHUOPEIZHIHUNHE
3135,3266,4209,DCZHLHDCLHH,大成智惠量化多策略混合,混合型,DACHENGZHIHUILIANGHUADUOCELUEHUNHE
3136,3267,4210,QHKYHBE,前海开源货币E,货币型,QIANHAIKAIYUANHUOBIE
3137,3268,4211,JYZQYXHH,金鹰周期优选混合,混合型,JINYINGZHOUQIYOUXUANHUNHE
3138,3269,4212,ZRLHZXHHA,中融量化智选混合A,混合型,ZHONGRONGLIANGHUAZHIXUANHUNHEA
3139,3270,4216,XYARHBA,兴业安润货币A,货币型,XINGYEANRUNHUOBIA
3140,3271,4217,XYARHBB,兴业安润货币B,货币型,XINGYEANRUNHUOBIB
3141,3272,4218,QHKYYHHHA,前海开源裕和混合A,混合型,QIANHAIKAIYUANYUHEHUNHEA
3142,3273,4219,ZHTSDQKFHH,中海添顺定期开放混合,混合型,ZHONGHAITIANSHUNDINGQIKAIFANGHUNHE
3143,3274,4220,CXCZYHZQC,长信纯债壹号债券C,债券型,CHANGXINCHUNZHAIYIHAOZHAIQUANC
3144,3275,4221,CXLHXFHHC,长信量化先锋混合C,混合型,CHANGXINLIANGHUAXIANFENGHUNHEC
3145,3276,4222,JXMWZQA,金信民旺债券A,债券型,JINXINMINWANGZHAIQUANA
3146,3277,4223,JXDCLJXLHPZ,金信多策略精选灵活配置,混合型,JINXINDUOCELUEJINGXUANLINGHUOPEIZHI
3147,3278,4224,NFJGGGLHPZHH,南方军工改革灵活配置混合,混合型,NANFANGJUNGONGGAIGELINGHUOPEIZHIHUNHE
3148,3279,4225,GSABWCHHA,国寿安保稳诚混合A,混合型,GUOSHOUANBAOWENCHENGHUNHEA
3149,3280,4226,GSABWCHHC,国寿安保稳诚混合C,混合型,GUOSHOUANBAOWENCHENGHUNHEC
3150,3281,4227,TXXLHHA,泰信鑫利混合A,混合型,TAIXINXINLIHUNHEA
3151,3282,4228,TXXLHHC,泰信鑫利混合C,混合型,TAIXINXINLIHUNHEC
3152,3283,4230,YYTYZQ,永赢添益债券,债券型,YONGYINGTIANYIZHAIQUAN
3153,3284,4231,ZOHYCZHHLOFC,中欧行业成长混合(LOF)C,混合型,ZHONGOUHANGYECHENGZHANGHUNHELOFC
3154,3285,4232,ZOJZFXHHC,中欧价值发现混合C,混合型,ZHONGOUJIAZHIFAXIANHUNHEC
3155,3286,4233,ZOSSCZHHLOFC,中欧盛世成长混合(LOF)C,混合型,ZHONGOUSHENGSHICHENGZHANGHUNHELOFC
3156,3287,4234,ZOSJWJHHC,中欧数据挖掘混合C,混合型,ZHONGOUSHUJUWAJUEHUNHEC
3157,3288,4235,ZOJZZXHHC,中欧价值智选混合C,混合型,ZHONGOUJIAZHIZHIXUANHUNHEC
3158,3289,4236,ZOXDLHHLOFC,中欧新动力混合(LOF)C,混合型,ZHONGOUXINDONGLIHUNHELOFC
3159,3290,4237,ZOXLCHHC,中欧新蓝筹混合C,混合型,ZHONGOUXINLANCHOUHUNHEC
3160,3291,4238,YYRYZQ,永赢瑞益债券,债券型,YONGYINGRUIYIZHAIQUAN
3161,3292,4241,ZOSDXFGPC,中欧时代先锋股票C,股票型,ZHONGOUSHIDAIXIANFENGGUPIAOC
3164,3295,4244,DFZQYXLHPZHH,东方周期优选灵活配置混合,混合型,DONGFANGZHOUQIYOUXUANLINGHUOPEIZHIHUNHE
3165,3296,4246,DBRQZQA,德邦锐乾债券A,债券型,DEBANGRUIQIANZHAIQUANA
3166,3297,4247,DBRQZQC,德邦锐乾债券C,债券型,DEBANGRUIQIANZHAIQUANC
3167,3298,4249,AXZGZZ2025HH,安信中国制造2025混合,混合型,ANXINZHONGGUOZHIZAO2025HUNHE
3168,3299,4250,YHLHYXHH,银河量化优选混合,混合型,YINHELIANGHUAYOUXUANHUNHE
3169,3300,4251,HXHLHBB,华夏惠利货币B,货币型,HUAXIAHUILIHUOBIB
3170,3301,4252,GTAYLHPZHHC,国泰安益灵活配置混合C,混合型,GUOTAIANYILINGHUOPEIZHIHUNHEC
3175,3306,4258,GSABWJHHA,国寿安保稳嘉混合A,混合型,GUOSHOUANBAOWENJIAHUNHEA
3176,3307,4259,GSABWJHHC,国寿安保稳嘉混合C,混合型,GUOSHOUANBAOWENJIAHUNHEC
3177,3308,4260,DBWYZZLHPZHH,德邦稳盈增长灵活配置混合,混合型,DEBANGWENYINGZENGZHANGLINGHUOPEIZHIHUNHE
3178,3309,4261,ZSZXBHBA,招商招禧宝货币A,货币型,ZHAOSHANGZHAOXIBAOHUOBIA
3179,3310,4262,ZSZXBHBB,招商招禧宝货币B,货币型,ZHAOSHANGZHAOXIBAOHUOBIB
3180,3311,4263,HAHGSJHLHPZHH,华安沪港深机会灵活配置混合,混合型,HUAANHUGANGSHENJIHUILINGHUOPEIZHIHUNHE
3181,3312,4264,HFTRHCZ,海富通瑞合纯债,债券型,HAIFUTONGRUIHECHUNZHAI
3182,3313,4265,JYMFHBDQKFHH,金鹰民丰回报定期开放混合,混合型,JINYINGMINFENGHUIBAODINGQIKAIFANGHUNHE
3183,3314,4266,ZSHGSKJCXHH,招商沪港深科技创新混合,混合型,ZHAOSHANGHUGANGSHENKEJICHUANGXINHUNHE
3184,3315,4267,JYCJZLZQLOFE,金鹰持久增利债券(LOF)E,债券型,JINYINGCHIJIUZENGLIZHAIQUANLOFE
3185,3316,4270,HTFMFHBHHA,汇添富民丰回报混合A,混合型,HUITIANFUMINFENGHUIBAOHUNHEA
3186,3317,4271,HTFMFHBHHC,汇添富民丰回报混合C,混合型,HUITIANFUMINFENGHUIBAOHUNHEC
3187,3318,4272,ZRLHXPGPA,中融量化小盘股票A,股票型,ZHONGRONGLIANGHUAXIAOPANGUPIAOA
3188,3319,4273,ZRLHXPGPC,中融量化小盘股票C,股票型,ZHONGRONGLIANGHUAXIAOPANGUPIAOC
3189,3320,4274,PYAHHBDKHHA,浦银安恒回报定开混合A,混合型,PUYINANHENGHUIBAODINGKAIHUNHEA
3190,3321,4275,PYAHHBDKHHC,浦银安恒回报定开混合C,混合型,PUYINANHENGHUIBAODINGKAIHUNHEC
3191,3324,4278,DFHZYHGSDKHH,东方红智逸沪港深定开混合,混合型,DONGFANGHONGZHIYIHUGANGSHENDINGKAIHUNHE
3192,3325,4279,GSABWRHHA,国寿安保稳荣混合A,混合型,GUOSHOUANBAOWENRONGHUNHEA
3193,3326,4280,GSABWRHHC,国寿安保稳荣混合C,混合型,GUOSHOUANBAOWENRONGHUNHEC
3194,3327,4282,BSXRHB,博时兴荣货币,货币型,BOSHIXINGRONGHUOBI
3195,3328,4283,ZODAYNDKHH,中欧达安一年定开混合,混合型,ZHONGOUDAANYINIANDINGKAIHUNHE
3196,3329,4284,HBXYXDKHH,华宝新优选定开混合,混合型,HUABAOXINYOUXUANDINGKAIHUNHE
3197,3332,4290,QHKYSHZQA,前海开源顺和债券A,债券型,QIANHAIKAIYUANSHUNHEZHAIQUANA
3198,3333,4291,QHKYSHZQC,前海开源顺和债券C,债券型,QIANHAIKAIYUANSHUNHEZHAIQUANC
3199,3334,4292,PHHSGHLWGP,鹏华沪深港互联网股票,股票型,PENGHUAHUSHENGANGHULIANWANGGUPIAO
3200,3335,4301,GSABWXHHA,国寿安保稳信混合A,混合型,GUOSHOUANBAOWENXINHUNHEA
3201,3336,4302,GSABWXHHC,国寿安保稳信混合C,混合型,GUOSHOUANBAOWENXINHUNHEC
3202,3338,4314,QHKYHGSXYJA,前海开源沪港深新硬件A,混合型,QIANHAIKAIYUANHUGANGSHENXINYINGJIANA
3203,3339,4315,QHKYHGSXYJC,前海开源沪港深新硬件C,混合型,QIANHAIKAIYUANHUGANGSHENXINYINGJIANC
3204,3340,4316,QHKYHGSYXA,前海开源沪港深裕鑫A,混合型,QIANHAIKAIYUANHUGANGSHENYUXINA
3205,3341,4317,QHKYHGSYXC,前海开源沪港深裕鑫C,混合型,QIANHAIKAIYUANHUGANGSHENYUXINC
3206,3342,4318,GSABZYYHHBZQA,国寿安保尊裕优化回报债券A,债券型,GUOSHOUANBAOZUNYUYOUHUAHUIBAOZHAIQUANA
3207,3343,4319,GSABZYYHHBZQC,国寿安保尊裕优化回报债券C,债券型,GUOSHOUANBAOZUNYUYOUHUAHUIBAOZHAIQUANC
3208,3344,4320,QHKYHGSLXSH,前海开源沪港深乐享生活,混合型,QIANHAIKAIYUANHUGANGSHENLEXIANGSHENGHUO
3209,3345,4321,QHKYHGSQGCYHH,前海开源沪港深强国产业混合,混合型,QIANHAIKAIYUANHUGANGSHENQIANGGUOCHANYEHUNHE
3210,3346,4322,CJHXZLCZ,创金合信尊隆纯债,债券型,CHUANGJINHEXINZUNLONGCHUNZHAI
3211,3347,4330,TPRRXHBA,太平日日鑫货币A,货币型,TAIPINGRIRIXINHUOBIA
3212,3348,4331,TPRRXHBB,太平日日鑫货币B,货币型,TAIPINGRIRIXINHUOBIB
3213,3349,4332,HSHGSXXCYJXHH,恒生沪港深新兴产业精选混合,混合型,HENGSHENGHUGANGSHENXINXINGCHANYEJINGXUANHUNHE
3214,3350,4333,JYYSZQXFQSE,金鹰元盛债券型发起式E,债券型,JINYINGYUANSHENGZHAIQUANXINGFAQISHIE
3216,3352,4335,HBXFYLHPZHH,华宝新飞跃灵活配置混合,混合型,HUABAOXINFEIYUELINGHUOPEIZHIHUNHE
3217,3353,4340,TKXTHBHGSHH,泰康兴泰回报沪港深混合,混合型,TAIKANGXINGTAIHUIBAOHUGANGSHENHUNHE
3218,3354,4341,NYJDKJHH,农银尖端科技混合,混合型,NONGYINJIANDUANKEJIHUNHE
3226,3362,4350,HFJXJZXFGP,汇丰晋信价值先锋股票,股票型,HUIFENGJINXINJIAZHIXIANFENGGUPIAO
3227,3363,4351,HFJXZSJQYFZHH,汇丰晋信珠三角区域发展混合,混合型,HUIFENGJINXINZHUSANJIAOQUYUFAZHANHUNHE
3228,3364,4352,BXRFYJJX,北信瑞丰研究精选,股票型,BEIXINRUIFENGYANJIUJINGXUAN
3229,3365,4353,JSXTHDQHH,嘉实新添华定期混合,混合型,JIASHIXINTIANHUADINGQIHUNHE
3231,3367,4355,JSFHLHPZHH,嘉实丰和灵活配置混合,混合型,JIASHIFENGHELINGHUOPEIZHIHUNHE
3233,3369,4357,NFZHHH,南方智慧混合,混合型,NANFANGZHIHUIHUNHE
3234,3370,4359,CJHXLHHXHHA,创金合信量化核心混合A,混合型,CHUANGJINHEXINLIANGHUAHEXINHUNHEA
3235,3371,4360,CJHXLHHXHHC,创金合信量化核心混合C,混合型,CHUANGJINHEXINLIANGHUAHEXINHUNHEC
3236,3372,4361,STMGATHBHHA,上投摩根安通回报混合A,混合型,SHANGTOUMOGENANTONGHUIBAOHUNHEA
3237,3373,4362,STMGATHBHHC,上投摩根安通回报混合C,混合型,SHANGTOUMOGENANTONGHUIBAOHUNHEC
3238,3374,4366,BSHXCZZQA,博时汇享纯债债券A,债券型,BOSHIHUIXIANGCHUNZHAIZHAIQUANA
3239,3375,4367,BSHXCZZQC,博时汇享纯债债券C,债券型,BOSHIHUIXIANGCHUNZHAIZHAIQUANC
3240,3376,4368,QHKYJCBA,前海开源聚财宝A,货币型,QIANHAIKAIYUANJUCAIBAOA
3241,3377,4369,QHKYJCBB,前海开源聚财宝B,货币型,QIANHAIKAIYUANJUCAIBAOB
3242,3378,4372,JYZYHBA,金鹰增益货币A,货币型,JINYINGZENGYIHUOBIA
3243,3379,4373,JYZYHBB,金鹰增益货币B,货币型,JINYINGZENGYIHUOBIB
3244,3380,4374,HTBXJNFHHFQA,华泰保兴吉年丰混合发起A,混合型,HUATAIBAOXINGJINIANFENGHUNHEFAQIA
3245,3381,4375,HTBXJNFHHFQC,华泰保兴吉年丰混合发起C,混合型,HUATAIBAOXINGJINIANFENGHUNHEFAQIC
3246,3382,4385,ZJXALHPZHH,中金新安灵活配置混合,混合型,ZHONGJINXINANLINGHUOPEIZHIHUNHE
3249,3385,4388,PHFXZQ,鹏华丰享债券,债券型,PENGHUAFENGXIANGZHAIQUAN
3251,3387,4390,PAZXCXHHA,平安转型创新混合A,混合型,PINGANZHUANXINGCHUANGXINHUNHEA
3252,3388,4391,PAZXCXHHC,平安转型创新混合C,混合型,PINGANZHUANXINGCHUANGXINHUNHEC
3253,3389,4393,AXHZCXLHPZHH,安信合作创新灵活配置混合,混合型,ANXINHEZUOCHUANGXINLINGHUOPEIZHIHUNHE
3254,3390,4394,HTBRLHCYHH,华泰柏瑞量化创优混合,混合型,HUATAIBAIRUILIANGHUACHUANGYOUHUNHE
3255,3391,4397,CSXXAQLHCLHH,长盛信息安全量化策略混合,混合型,CHANGSHENGXINXIANQUANLIANGHUACELUEHUNHE
3256,3392,4398,RTXJBHBB,融通现金宝货币B,货币型,RONGTONGXIANJINBAOHUOBIB
3257,3393,4399,RTHCBHBE,融通汇财宝货币E,货币型,RONGTONGHUICAIBAOHUOBIE
3258,3394,4400,JXMXZQA,金信民兴债券A,债券型,JINXINMINXINGZHAIQUANA
3259,3395,4401,JXMXZQC,金信民兴债券C,债券型,JINXINMINXINGZHAIQUANC
3260,3396,4402,JXMWZQC,金信民旺债券C,债券型,JINXINMINWANGZHAIQUANC
3261,3397,4403,PAGXJXHGSA,平安股息精选沪港深A,股票型,PINGANGUXIJINGXUANHUGANGSHENA
3262,3398,4404,PAGXJXHGSC,平安股息精选沪港深C,股票型,PINGANGUXIJINGXUANHUGANGSHENC
3263,3399,4405,GSABWSHHA,国寿安保稳寿混合A,混合型,GUOSHOUANBAOWENSHOUHUNHEA
3264,3400,4406,GSABWSHHC,国寿安保稳寿混合C,混合型,GUOSHOUANBAOWENSHOUHUNHEC
3269,3405,4413,JXMFHBHH,建信民丰回报混合,混合型,JIANXINMINFENGHUIBAOHUNHE
3271,3407,4417,XQHBB,兴全货币B,货币型,XINGQUANHUOBIB
3276,3412,4423,HSYJJXLHPZ,华商研究精选灵活配置,混合型,HUASHANGYANJIUJINGXUANLINGHUOPEIZHI
3277,3413,4424,HTFWTYLHH,汇添富文体娱乐混合,混合型,HUITIANFUWENTIYULEHUNHE
3278,3414,4427,JYZLZQZQA,交银增利增强债券A,债券型,JIAOYINZENGLIZENGQIANGZHAIQUANA
3279,3415,4428,JYZLZQZQC,交银增利增强债券C,债券型,JIAOYINZENGLIZENGQIANGZHAIQUANC
3280,3416,4429,NFWLHH,南方文旅混合,混合型,NANFANGWENLVHUNHE
3283,3419,4434,BSNXTZHHA,博时逆向投资混合A,混合型,BOSHINIXIANGTOUZIHUNHEA
3284,3420,4435,BSNXTZHHC,博时逆向投资混合C,混合型,BOSHINIXIANGTOUZIHUNHEC
3285,3421,4436,TFNNTDKHHA,添富年年泰定开混合A,混合型,TIANFUNIANNIANTAIDINGKAIHUNHEA
3286,3422,4437,TFNNTDKHHC,添富年年泰定开混合C,混合型,TIANFUNIANNIANTAIDINGKAIHUNHEC
3288,3425,4442,ZOKYHHA,中欧康裕混合A,混合型,ZHONGOUKANGYUHUNHEA
3289,3426,4443,NFRZDQKFHHA,南方荣知定期开放混合A,混合型,NANFANGRONGZHIDINGQIKAIFANGHUNHEA
3290,3427,4444,NFRZDQKFHHC,南方荣知定期开放混合C,混合型,NANFANGRONGZHIDINGQIKAIFANGHUNHEC
3291,3428,4446,NFRNA,南方荣年A,混合型,NANFANGRONGNIANA
3292,3429,4447,NFRNC,南方荣年C,混合型,NANFANGRONGNIANC
3293,3430,4448,BSHZHBLHPZHH,博时汇智回报灵活配置混合,混合型,BOSHIHUIZHIHUIBAOLINGHUOPEIZHIHUNHE
3294,3431,4449,SYHZLHB,上银慧增利货币,货币型,SHANGYINHUIZENGLIHUOBI
3295,3432,4450,JSQYKJHGSGP,嘉实前沿科技沪港深股票,股票型,JIASHIQIANYANKEJIHUGANGSHENGUPIAO
3296,3433,4451,HTFNNFDKHHA,汇添富年年丰定开混合A,混合型,HUITIANFUNIANNIANFENGDINGKAIHUNHEA
3297,3434,4452,HTFNNFDKHHC,汇添富年年丰定开混合C,混合型,HUITIANFUNIANNIANFENGDINGKAIHUNHEC
3298,3435,4453,QHKYYXA,前海开源盈鑫A,混合型,QIANHAIKAIYUANYINGXINA
3299,3436,4454,QHKYYXC,前海开源盈鑫C,混合型,QIANHAIKAIYUANYINGXINC
3300,3437,4455,ZOKYHHC,中欧康裕混合C,混合型,ZHONGOUKANGYUHUNHEC
3301,3438,4456,XYXFXQSLHPZ,兴银消费新趋势灵活配置,混合型,XINGYINXIAOFEIXINQUSHILINGHUOPEIZHI
3302,3439,4457,GDXDCLZXDKHH,光大信多策略智选定开混合,混合型,GUANGDAXINDUOCELUEZHIXUANDINGKAIHUNHE
3303,3440,4458,BSHYCZZQ,博时华盈纯债债券,债券型,BOSHIHUAYINGCHUNZHAIZHAIQUAN
3305,3442,4460,FGJLWJPZDQKFHH,富国嘉利稳健配置定期开放混合,混合型,FUGUOJIALIWENJIANPEIZHIDINGQIKAIFANGHUNHE
3308,3446,4466,CSSJYNQDKHH,长盛盛杰一年期定开混合,混合型,CHANGSHENGSHENGJIEYINIANQIDINGKAIHUNHE
3311,3450,4473,QHKYZXHBA,前海开源尊享货币A,货币型,QIANHAIKAIYUANZUNXIANGHUOBIA
3312,3451,4474,QHKYZXHBB,前海开源尊享货币B,货币型,QIANHAIKAIYUANZUNXIANGHUOBIB
3313,3452,4475,HTBRFLHH,华泰柏瑞富利混合,混合型,HUATAIBAIRUIFULIHUNHE
3314,3453,4476,JSCCHGSLXKJ,景顺长城沪港深领先科技,股票型,JINGSHUNCHANGCHENGHUGANGSHENLINGXIANKEJI
3315,3454,4477,JSHGSHBHH,嘉实沪港深回报混合,混合型,JIASHIHUGANGSHENHUIBAOHUNHE
3316,3456,4480,HBZHCYHH,华宝智慧产业混合,混合型,HUABAOZHIHUICHANYEHUNHE
3317,3457,4481,HBDSCYHH,华宝第三产业混合,混合型,HUABAODISANCHANYEHUNHE
3318,3458,4482,TDHLGGTGPA,泰达宏利港股通股票A,股票型,TAIDAHONGLIGANGGUTONGGUPIAOA
3319,3459,4483,TDHLGGTGPC,泰达宏利港股通股票C,股票型,TAIDAHONGLIGANGGUTONGGUPIAOC
3320,3460,4484,TDHLYJGPA,泰达宏利业绩股票A,股票型,TAIDAHONGLIYEJIGUPIAOA
3321,3461,4485,TDHLYJGPC,泰达宏利业绩股票C,股票型,TAIDAHONGLIYEJIGUPIAOC
3322,3462,4486,JSWYZQ,嘉实稳怡债券,债券型,JIASHIWENYIZHAIQUAN
3324,3464,4489,PHLHCLHH,鹏华量化策略混合,混合型,PENGHUALIANGHUACELUEHUNHE
3325,3465,4493,HTBXHBA,华泰保兴货币A,货币型,HUATAIBAOXINGHUOBIA
3326,3466,4494,HTBXHBB,华泰保兴货币B,货币型,HUATAIBAOXINGHUOBIB
3327,3467,4495,BSLHPHHH,博时量化平衡混合,混合型,BOSHILIANGHUAPINGHENGHUNHE
3328,3468,4496,QHKYDYCLHHA,前海开源多元策略混合A,混合型,QIANHAIKAIYUANDUOYUANCELUEHUNHEA
3329,3469,4497,QHKYDYCLHHC,前海开源多元策略混合C,混合型,QIANHAIKAIYUANDUOYUANCELUEHUNHEC
3330,3471,4499,PHFRZQ,鹏华丰瑞债券,债券型,PENGHUAFENGRUIZHAIQUAN
3331,3472,4501,JSXJTLHB,嘉实现金添利货币,货币型,JIASHIXIANJINTIANLIHUOBI
3332,3473,4502,ZYRYBHBA,中银如意宝货币A,货币型,ZHONGYINRUYIBAOHUOBIA
3335,3476,4505,BSXXXFZTHH,博时新兴消费主题混合,混合型,BOSHIXINXINGXIAOFEIZHUTIHUNHE
3336,3477,4510,JTJSLHXFHHC,九泰久盛量化先锋混合C,混合型,JIUTAIJIUSHENGLIANGHUAXIANFENGHUNHEC
3337,3478,4512,HFTFRHHC,海富通富睿混合C,混合型,HAIFUTONGFURUIHUNHEC
3338,3479,4513,HFTFRHHA,海富通富睿混合A,混合型,HAIFUTONGFURUIHUNHEA
3339,3480,4514,PHXKJCMHH,鹏华新科技传媒混合,混合型,PENGHUAXINKEJICHUANMEIHUNHE
3340,3481,4517,NFAKHH,南方安康混合,混合型,NANFANGANKANGHUNHE
3341,3482,4521,AXGY40LHPZHHA,安信工业4.0灵活配置混合A,混合型,ANXINGONGYE40LINGHUOPEIZHIHUNHEA
3342,3483,4522,AXGY40LHPZHHC,安信工业4.0灵活配置混合C,混合型,ANXINGONGYE40LINGHUOPEIZHIHUNHEC
3343,3484,4525,ZODLYNDKHH,中欧达乐一年定开混合,混合型,ZHONGOUDALEYINIANDINGKAIHUNHE
3346,3487,4534,TFNNYDKHHA,添富年年益定开混合A,混合型,TIANFUNIANNIANYIDINGKAIHUNHEA
3347,3488,4535,TFNNYDKHHC,添富年年益定开混合C,混合型,TIANFUNIANNIANYIDINGKAIHUNHEC
3348,3489,4536,JSZXQYLHHLHH,嘉实中小企业量化活力混合,混合型,JIASHIZHONGXIAOQIYELIANGHUAHUOLIHUNHE
3349,3490,4544,JSWHCZZQ,嘉实稳华纯债债券,债券型,JIASHIWENHUACHUNZHAIZHAIQUAN
3350,3491,4545,YYTTLHB,永赢天天利货币,货币型,YONGYINGTIANTIANLIHUOBI
3351,3492,4546,JXLHYXDKHH,建信量化优享定开混合,混合型,JIANXINLIANGHUAYOUXIANGDINGKAIHUNHE
3352,3493,4547,HXWDSLZQA,华夏稳定双利债券A,债券型,HUAXIAWENDINGSHUANGLIZHAIQUANA
3353,3494,4548,ZYZGDJC,中银中高等级C,债券型,ZHONGYINZHONGGAODENGJIC
3354,3495,4549,FADXFZTHH,富安达消费主题混合,混合型,FUANDAXIAOFEIZHUTIHUNHE
3355,3496,4550,ZKWTWXZQ,中科沃土沃祥债券,债券型,ZHONGKEWOTUWOXIANGZHAIQUAN
3356,3497,4551,ZYZQRXHHA,中银证券瑞享混合A,混合型,ZHONGYINZHENGQUANRUIXIANGHUNHEA
3357,3498,4552,ZYZQRXHHC,中银证券瑞享混合C,混合型,ZHONGYINZHENGQUANRUIXIANGHUNHEC
3358,3499,4553,ZXJTFHHBB,中信建投凤凰货币B,货币型,ZHONGXINJIANTOUFENGHUANGHUOBIB
3359,3500,4554,ZXJTHBB,中信建投货币B,货币型,ZHONGXINJIANTOUHUOBIB
3360,3501,4555,NFHYA,南方和元A,债券型,NANFANGHEYUANA
3361,3502,4556,NFHYC,南方和元C,债券型,NANFANGHEYUANC
3362,3503,4558,HAFYLHPZHHA,汇安丰裕灵活配置混合A,混合型,HUIANFENGYULINGHUOPEIZHIHUNHEA
3363,3504,4559,HAFYLHPZHHC,汇安丰裕灵活配置混合C,混合型,HUIANFENGYULINGHUOPEIZHIHUNHEC
3364,3505,4560,HAFYHHA,汇安丰益混合A,混合型,HUIANFENGYIHUNHEA
3365,3506,4561,HAFYHHC,汇安丰益混合C,混合型,HUIANFENGYIHUNHEC
3366,3507,4564,BXRFDLZQA,北信瑞丰鼎利债券A,债券型,BEIXINRUIFENGDINGLIZHAIQUANA
3367,3508,4566,XHFZZDZZQA,新华丰泽中短债债券A,债券型,XINHUAFENGZEZHONGDUANZHAIZHAIQUANA
3368,3509,4568,CCGZBHBB,长城工资宝货币B,货币型,CHANGCHENGGONGZIBAOHUOBIB
3369,3510,4569,ZSZZYHHC,招商制造业混合C,混合型,ZHAOSHANGZHIZAOYEHUNHEC
3370,3511,4570,JXJSBHB,建信结算宝货币,货币型,JIANXINJIESUANBAOHUOBI
3371,3512,4571,WJJRZQA,万家家瑞债券A,债券型,WANJIAJIARUIZHAIQUANA
3372,3513,4572,WJJRZQC,万家家瑞债券C,债券型,WANJIAJIARUIZHAIQUANC
3373,3514,4573,XHXTLHPZHH,新华鑫泰灵活配置混合,混合型,XINHUAXINTAILINGHUOPEIZHIHUNHE
3374,3515,4575,XHFRZDZA,新华丰润中短债A,债券型,XINHUAFENGRUNZHONGDUANZHAIA
3375,3516,4576,XHHYLHLHPZHH,新华恒益量化灵活配置混合,混合型,XINHUAHENGYILIANGHUALINGHUOPEIZHIHUNHE
3378,3519,4585,PYHLZQA,鹏扬汇利债券A,债券型,PENGYANGHUILIZHAIQUANA
3379,3520,4586,PYHLZQC,鹏扬汇利债券C,债券型,PENGYANGHUILIZHAIQUANC
3380,3521,4589,MSJYTYBHBB,民生加银腾元宝货币B,货币型,MINSHENGJIAYINTENGYUANBAOHUOBIB
3382,3523,4596,ZKWTWAZDLLA,中科沃土沃安中短利率A,债券型,ZHONGKEWOTUWOANZHONGDUANLILVA
3385,3526,4601,BSFTCZZQ,博时富腾纯债债券,债券型,BOSHIFUTENGCHUNZHAIZHAIQUAN
3386,3529,4604,FGXHLLHPZHHA,富国新活力灵活配置混合A,混合型,FUGUOXINHUOLILINGHUOPEIZHIHUNHEA
3387,3530,4605,FGXHLLHPZHHC,富国新活力灵活配置混合C,混合型,FUGUOXINHUOLILINGHUOPEIZHIHUNHEC
3388,3531,4606,STMGYXDYZGP,上投摩根优选多因子股票,股票型,SHANGTOUMOGENYOUXUANDUOYINZIGUPIAO
3389,3532,4607,CXLSYNDKHH,长信利尚一年定开混合,混合型,CHANGXINLISHANGYINIANDINGKAIHUNHE
3390,3533,4608,CXLXLHPZHHA,长信乐信灵活配置混合A,混合型,CHANGXINLEXINLINGHUOPEIZHIHUNHEA
3391,3534,4609,CXLXLHPZHHC,长信乐信灵活配置混合C,混合型,CHANGXINLEXINLINGHUOPEIZHIHUNHEC
3392,3535,4612,YHXYXDKHHA,银河鑫月享定开混合A,混合型,YINHEXINYUEXIANGDINGKAIHUNHEA
3393,3536,4613,YHXYXDKHHC,银河鑫月享定开混合C,混合型,YINHEXINYUEXIANGDINGKAIHUNHEC
3394,3537,4614,PYLZZQA,鹏扬利泽债券A,债券型,PENGYANGLIZEZHAIQUANA
3395,3538,4615,PYLZZQC,鹏扬利泽债券C,债券型,PENGYANGLIZEZHAIQUANC
3396,3539,4616,ZODZXXCYHGSGPA,中欧电子信息产业沪港深股票A,股票型,ZHONGOUDIANZIXINXICHANYEHUGANGSHENGUPIAOA
3397,3540,4617,JXXWHBLHPZHHA,建信鑫稳回报灵活配置混合A,混合型,JIANXINXINWENHUIBAOLINGHUOPEIZHIHUNHEA
3398,3541,4618,JXXWHBLHPZHHC,建信鑫稳回报灵活配置混合C,混合型,JIANXINXINWENHUIBAOLINGHUOPEIZHIHUNHEC
3399,3542,4625,NFGYZFQA,南方高元债发起A,债券型,NANFANGGAOYUANZHAIFAQIA
3400,3543,4626,NFGYZFQC,南方高元债发起C,债券型,NANFANGGAOYUANZHAIFAQIC
3403,3546,4629,GSABARCZZQ,国寿安保安瑞纯债债券,债券型,GUOSHOUANBAOANRUICHUNZHAIZHAIQUAN
3405,3548,4634,QHLHYTHHA,前海联合泳涛混合A,混合型,QIANHAILIANHEYONGTAOHUNHEA
