,Unnamed: 0,FundCode,Sim1,name,type,Sim2
3406,3549,4635,ZXJTRLC,中信建投睿利C,混合型,ZHONGXINJIANTOURUILIC
3407,3550,4636,ZXJTZXWLWC,中信建投智信物联网C,混合型,ZHONGXINJIANTOUZHIXINWULIANWANGC
3408,3551,4637,HXDXZQA,华夏鼎兴债券A,债券型,HUAXIADINGXINGZHAIQUANA
3409,3552,4638,HXDXZQC,华夏鼎兴债券C,债券型,HUAXIADINGXINGZHAIQUANC
3410,3553,4640,HXJNHBGP,华夏节能环保股票,股票型,HUAXIAJIENENGHUANBAOGUPIAO
3411,3554,4641,WJLHRXHH,万家量化睿选混合,混合型,WANJIALIANGHUARUIXUANHUNHE
3414,3557,4647,XHDLZQA,新华鼎利债券A,债券型,XINHUADINGLIZHAIQUANA
3415,3558,4648,NFARHH,南方安睿混合,混合型,NANFANGANRUIHUNHE
3416,3559,4649,GKKHHH,国开开航混合,混合型,GUOKAIKAIHANGHUNHE
3417,3560,4651,CXLFZQE,长信利丰债券E,债券型,CHANGXINLIFENGZHAIQUANE
3418,3561,4652,JXXLHBLHPZHHA,建信鑫利回报灵活配置混合A,混合型,JIANXINXINLIHUIBAOLINGHUOPEIZHIHUNHEA
3419,3562,4653,JXXLHBLHPZHHC,建信鑫利回报灵活配置混合C,混合型,JIANXINXINLIHUIBAOLINGHUOPEIZHIHUNHEC
3422,3565,4661,YHRYZQ,银河如意债券,债券型,YINHERUYIZHAIQUAN
3425,3568,4666,CCJJCXCZHH,长城久嘉创新成长混合,混合型,CHANGCHENGJIUJIACHUANGXINCHENGZHANGHUNHE
3427,3570,4668,JXXZHBLHPZHHA,建信鑫泽回报灵活配置混合A,混合型,JIANXINXINZEHUIBAOLINGHUOPEIZHIHUNHEA
3428,3571,4669,JXXZHBLHPZHHC,建信鑫泽回报灵活配置混合C,混合型,JIANXINXINZEHUIBAOLINGHUOPEIZHIHUNHEC
3429,3572,4671,ZRHXCZ,中融核心成长,混合型,ZHONGRONGHEXINCHENGZHANG
3430,3575,4674,FGXJYLHPZHHA,富国新机遇灵活配置混合A,混合型,FUGUOXINJIYULINGHUOPEIZHIHUNHEA
3431,3576,4675,FGXJYLHPZHHC,富国新机遇灵活配置混合C,混合型,FUGUOXINJIYULINGHUOPEIZHIHUNHEC
3432,3577,4676,ZXJTRXLHPZHHC,中信建投睿信灵活配置混合C,混合型,ZHONGXINJIANTOURUIXINLINGHUOPEIZHIHUNHEC
3433,3578,4677,BSZLXXCYHH,博时战略新兴产业混合,混合型,BOSHIZHANLUEXINXINGCHANYEHUNHE
3434,3579,4680,QHKYYRHHA,前海开源裕瑞混合A,混合型,QIANHAIKAIYUANYURUIHUNHEA
3437,3582,4683,JXGDYLGP,建信高端医疗股票,股票型,JIANXINGAODUANYILIAOGUPIAO
3438,3583,4684,PHYYBHBA,鹏华盈余宝货币A,货币型,PENGHUAYINGYUBAOHUOBIA
3439,3584,4685,JYSAYQLHPZHH,金元顺安元启灵活配置混合,混合型,JINYUANSHUNANYUANQILINGHUOPEIZHIHUNHE
3440,3585,4686,HXYJJXGP,华夏研究精选股票,股票型,HUAXIAYANJIUJINGXUANGUPIAO
3441,3586,4687,HTFXHJXHHA,汇添富熙和精选混合A,混合型,HUITIANFUXIHEJINGXUANHUNHEA
3442,3587,4688,HTFXHJXHHC,汇添富熙和精选混合C,混合型,HUITIANFUXIHEJINGXUANHUNHEC
3443,3588,4689,BSFQCZZQ,博时丰庆纯债债券,债券型,BOSHIFENGQINGCHUNZHAIZHAIQUAN
3444,3589,4693,QHLHYJHHA,前海联合泳隽混合A,混合型,QIANHAILIANHEYONGJUANHUNHEA
3445,3590,4694,THCLJXHHA,天弘策略精选混合A,混合型,TIANHONGCELUEJINGXUANHUNHEA
3446,3591,4695,DXWLJZHHA,东兴未来价值混合A,混合型,DONGXINGWEILAIJIAZHIHUNHEA
3447,3592,4696,DXLHYXHH,东兴量化优享混合,混合型,DONGXINGLIANGHUAYOUXIANGHUNHE
3448,3593,4698,BSJGZTGP,博时军工主题股票,股票型,BOSHIJUNGONGZHUTIGUPIAO
3449,3594,4699,QHLHHYHBA,前海联合汇盈货币A,货币型,QIANHAILIANHEHUIYINGHUOBIA
3450,3595,4700,QHLHHYHBB,前海联合汇盈货币B,货币型,QIANHAILIANHEHUIYINGHUOBIB
3451,3596,4701,PHYYBHBB,鹏华盈余宝货币B,货币型,PENGHUAYINGYUBAOHUOBIB
3452,3597,4702,NFJRHH,南方金融混合,混合型,NANFANGJINRONGHUNHE
3453,3598,4703,NFXSHH,南方兴盛混合,混合型,NANFANGXINGSHENGHUNHE
3454,3599,4705,NFXYZQA,南方祥元债券A,债券型,NANFANGXIANGYUANZHAIQUANA
3455,3600,4706,NFXYZQC,南方祥元债券C,债券型,NANFANGXIANGYUANZHAIQUANC
3456,3601,4707,JSCCRCHHA,景顺长城睿成混合A,混合型,JINGSHUNCHANGCHENGRUICHENGHUNHEA
3459,3604,4710,MSJYPCHHA,民生加银鹏程混合A,混合型,MINSHENGJIAYINPENGCHENGHUNHEA
3460,3605,4716,XCLHAEFGP,信诚量化阿尔法股票,股票型,XINCHENGLIANGHUAAERFAGUPIAO
3461,3606,4717,WJTTBHBA,万家天添宝货币A,货币型,WANJIATIANTIANBAOHUOBIA
3462,3607,4718,WJTTBHBB,万家天添宝货币B,货币型,WANJIATIANTIANBAOHUOBIB
3463,3608,4719,JSCCRCHHC,景顺长城睿成混合C,混合型,JINGSHUNCHANGCHENGRUICHENGHUNHEC
3464,3609,4720,HXRPTMHHA,华夏睿磐泰茂混合A,混合型,HUAXIARUIPANTAIMAOHUNHEA
3465,3610,4721,HXRPTMHHC,华夏睿磐泰茂混合C,混合型,HUAXIARUIPANTAIMAOHUNHEC
3468,3613,4724,XFJYLHPZHHA,先锋聚元灵活配置混合A,混合型,XIANFENGJUYUANLINGHUOPEIZHIHUNHEA
3469,3614,4725,XFJYLHPZHHC,先锋聚元灵活配置混合C,混合型,XIANFENGJUYUANLINGHUOPEIZHIHUNHEC
3470,3615,4726,XFJYA,先锋聚优A,混合型,XIANFENGJUYOUA
3471,3616,4727,XFJYC,先锋聚优C,混合型,XIANFENGJUYOUC
3472,3617,4728,ZOJTZQA,中欧瑾泰债券A,债券型,ZHONGOUJINTAIZHAIQUANA
3473,3618,4729,ZOJTZQC,中欧瑾泰债券C,债券型,ZHONGOUJINTAIZHAIQUANC
3474,3619,4730,JXLHSJQDGP,建信量化事件驱动股票,股票型,JIANXINLIANGHUASHIJIANQUDONGGUPIAO
3475,3622,4734,ZOJLLHPZHHA,中欧瑾灵灵活配置混合A,混合型,ZHONGOUJINLINGLINGHUOPEIZHIHUNHEA
3476,3623,4735,ZOJLLHPZHHC,中欧瑾灵灵活配置混合C,混合型,ZHONGOUJINLINGLINGHUOPEIZHIHUNHEC
3478,3625,4737,FGXYXLHPZHHA,富国新优享灵活配置混合A,混合型,FUGUOXINYOUXIANGLINGHUOPEIZHIHUNHEA
3479,3626,4738,STMGALHBA,上投摩根安隆回报A,混合型,SHANGTOUMOGENANLONGHUIBAOA
3480,3627,4739,STMGALHBC,上投摩根安隆回报C,混合型,SHANGTOUMOGENANLONGHUIBAOC
3481,3628,4740,ZORFLHPZHHC,中欧瑞丰灵活配置混合C,混合型,ZHONGOURUIFENGLINGHUOPEIZHIHUNHEC
3482,3629,4741,NYHLQJCLHH,农银汇理区间策略混合,混合型,NONGYINHUILIQUJIANCELUEHUNHE
3486,3633,4745,CSCXQDLHPZHH,长盛创新驱动灵活配置混合,混合型,CHANGSHENGCHUANGXINQUDONGLINGHUOPEIZHIHUNHE
3488,3635,4747,FGXYXLHPZHHC,富国新优享灵活配置混合C,混合型,FUGUOXINYOUXIANGLINGHUOPEIZHIHUNHEC
3489,3636,4748,THCLJXHHC,天弘策略精选混合C,混合型,TIANHONGCELUEJINGXUANHUNHEC
3490,3637,4749,HTZJTTJJYXHBB,华泰紫金天天金交易型货币B,货币型,HUATAIZIJINTIANTIANJINJIAOYIXINGHUOBIB
3491,3638,4750,GFXHLHPZHHA,广发鑫和灵活配置混合A,混合型,GUANGFAXINHELINGHUOPEIZHIHUNHEA
3492,3639,4751,GFXHLHPZHHC,广发鑫和灵活配置混合C,混合型,GUANGFAXINHELINGHUOPEIZHIHUNHEC
3495,3646,4763,ZKWTWJHHA,中科沃土沃嘉混合A,混合型,ZHONGKEWOTUWOJIAHUNHEA
3496,3647,4764,ZKWTWJHHC,中科沃土沃嘉混合C,混合型,ZHONGKEWOTUWOJIAHUNHEC
3497,3648,4767,ZYZXZQ,中银智享债券,债券型,ZHONGYINZHIXIANGZHAIQUAN
3498,3649,4769,SWLXJZYXHH,申万菱信价值优先混合,混合型,SHENWANLINGXINJIAZHIYOUXIANHUNHE
3499,3650,4770,HFTTYHBA,海富通添益货币A,货币型,HAIFUTONGTIANYIHUOBIA
3500,3651,4771,HFTTYHBB,海富通添益货币B,货币型,HAIFUTONGTIANYIHUOBIB
3501,3652,4772,GSABWTYNDKHHA,国寿安保稳泰一年定开混合A,混合型,GUOSHOUANBAOWENTAIYINIANDINGKAIHUNHEA
3502,3653,4773,GSABWTYNDKHHC,国寿安保稳泰一年定开混合C,混合型,GUOSHOUANBAOWENTAIYINIANDINGKAIHUNHEC
3503,3654,4774,TFTFJXHH,添富添福吉祥混合,混合型,TIANFUTIANFUJIXIANGHUNHE
3504,3655,4775,JSXTZDQHH,嘉实新添泽定期混合,混合型,JIASHIXINTIANZEDINGQIHUNHE
3505,3656,4776,PHJYBHB,鹏华金元宝货币,货币型,PENGHUAJINYUANBAOHUOBI
3506,3657,4777,GDXFSJLHPZHH,国都消费升级灵活配置混合,混合型,GUODUXIAOFEISHENGJILINGHUOPEIZHIHUNHE
3508,3659,4783,ZRLHZXHHC,中融量化智选混合C,混合型,ZHONGRONGLIANGHUAZHIXUANHUNHEC
3509,3660,4784,ZSWJYXGP,招商稳健优选股票,股票型,ZHAOSHANGWENJIANYOUXUANGUPIAO
3510,3661,4785,ZRLHDYZHHC,中融量化多因子混合C,混合型,ZHONGRONGLIANGHUADUOYINZIHUNHEC
3511,3662,4786,BHHJHTJHBA,渤海汇金汇添金货币A,货币型,BOHAIHUIJINHUITIANJINHUOBIA
3512,3663,4787,BHHJHTJHBB,渤海汇金汇添金货币B,货币型,BOHAIHUIJINHUITIANJINHUOBIB
3517,3668,4792,FRFQZQA,富荣富乾债券A,债券型,FURONGFUQIANZHAIQUANA
3518,3669,4793,FRFQZQC,富荣富乾债券C,债券型,FURONGFUQIANZHAIQUANC
3519,3670,4794,FRFXHHA,富荣福鑫混合A,混合型,FURONGFUXINHUNHEA
3520,3671,4795,FRFXHHC,富荣福鑫混合C,混合型,FURONGFUXINHUNHEC
3521,3672,4796,GFQDZHBE,广发钱袋子货币E,货币型,GUANGFAQIANDAIZIHUOBIE
3523,3674,4798,JXZXTXDKHH,建信智享添鑫定开混合,混合型,JIANXINZHIXIANGTIANXINDINGKAIHUNHE
3525,3676,4801,PYASAJHBDKHHA,浦银安盛安久回报定开混合A,混合型,PUYINANSHENGANJIUHUIBAODINGKAIHUNHEA
3526,3677,4802,PYASAJHBDKHHC,浦银安盛安久回报定开混合C,混合型,PUYINANSHENGANJIUHUIBAODINGKAIHUNHEC
3529,3680,4805,CXXFJXLHGP,长信消费精选量化股票,股票型,CHANGXINXIAOFEIJINGXUANLIANGHUAGUPIAO
3530,3681,4806,CXXJLNDKHH,长信先机两年定开混合,混合型,CHANGXINXIANJILIANGNIANDINGKAIHUNHE
3531,3682,4807,ZYZQAHZQA,中银证券安弘债券A,债券型,ZHONGYINZHENGQUANANHONGZHAIQUANA
3532,3683,4808,ZYZQAHZQC,中银证券安弘债券C,债券型,ZHONGYINZHENGQUANANHONGZHAIQUANC
3533,3684,4809,QHLHRFHHA,前海联合润丰混合A,混合型,QIANHAILIANHERUNFENGHUNHEA
3534,3685,4811,WJXJBB,万家现金宝B,货币型,WANJIAXIANJINBAOB
3535,3686,4812,ZOXJZZGPA,中欧先进制造股票A,股票型,ZHONGOUXIANJINZHIZAOGUPIAOA
3536,3687,4813,ZOXJZZGPC,中欧先进制造股票C,股票型,ZHONGOUXIANJINZHIZAOGUPIAOC
3537,3688,4814,ZOHLYXHHA,中欧红利优享混合A,混合型,ZHONGOUHONGLIYOUXIANGHUNHEA
3538,3689,4815,ZOHLYXHHC,中欧红利优享混合C,混合型,ZHONGOUHONGLIYOUXIANGHUNHEC
3539,3690,4818,GSABMBCLHHFQA,国寿安保目标策略混合发起A,混合型,GUOSHOUANBAOMUBIAOCELUEHUNHEFAQIA
3540,3691,4819,GSABMBCLHHFQC,国寿安保目标策略混合发起C,混合型,GUOSHOUANBAOMUBIAOCELUEHUNHEFAQIC
3542,3693,4823,STAYHBA,上投安裕回报A,混合型,SHANGTOUANYUHUIBAOA
3543,3694,4824,STAYHBC,上投安裕回报C,混合型,SHANGTOUANYUHUIBAOC
3544,3695,4825,PAHZCZ,平安惠泽纯债,债券型,PINGANHUIZECHUNZHAI
3545,3697,4827,PAZDZZQA,平安中短债债券A,债券型,PINGANZHONGDUANZHAIZHAIQUANA
3546,3698,4828,PAZDZZQC,平安中短债债券C,债券型,PINGANZHONGDUANZHAIZHAIQUANC
3547,3699,4829,BXRFXRLP,北信瑞丰兴瑞灵配,混合型,BEIXINRUIFENGXINGRUILINGPEI
3550,3702,4833,XFJLHHA,先锋聚利混合A,混合型,XIANFENGJULIHUNHEA
3551,3703,4834,XFJLHHC,先锋聚利混合C,混合型,XIANFENGJULIHUNHEC
3552,3704,4836,ZRXJZHHA,中融鑫价值混合A,混合型,ZHONGRONGXINJIAZHIHUNHEA
3553,3705,4837,ZRXJZHHC,中融鑫价值混合C,混合型,ZHONGRONGXINJIAZHIHUNHEC
3554,3706,4838,XDAYAYCZ,信达澳银安益纯债,债券型,XINDAAOYINANYICHUNZHAI
3556,3708,4840,DXPPJXHHA,东兴品牌精选混合A,混合型,DONGXINGPINPAIJINGXUANHUNHEA
3557,3709,4841,BSHHHBA,博时合惠货币A,货币型,BOSHIHEHUIHUOBIA
3559,3711,4845,NHRYHHFQA,南华瑞盈混合发起A,混合型,NANHUARUIYINGHUNHEFAQIA
3560,3712,4846,NHRYHHFQC,南华瑞盈混合发起C,混合型,NANHUARUIYINGHUNHEFAQIC
3561,3713,4848,ZORHDKHH,中欧睿泓定开混合,混合型,ZHONGOURUIHONGDINGKAIHUNHE
3562,3714,4849,XCHBE,信诚货币E,货币型,XINCHENGHUOBIE
3564,3716,4851,GFYLBJGP,广发医疗保健股票,股票型,GUANGFAYILIAOBAOJIANGUPIAO
3565,3717,4852,GFJZHBHHA,广发价值回报混合A,混合型,GUANGFAJIAZHIHUIBAOHUNHEA
3566,3718,4853,GFJZHBHHC,广发价值回报混合C,混合型,GUANGFAJIAZHIHUIBAOHUNHEC
3571,3723,4858,CXLHDCLGPC,长信量化多策略股票C,股票型,CHANGXINLIANGHUADUOCELUEGUPIAOC
3573,3725,4860,HTZJLQBHB,华泰紫金零钱宝货币,货币型,HUATAIZIJINLINGQIANBAOHUOBI
3574,3726,4861,TKXJGJHBA,泰康现金管家货币A,货币型,TAIKANGXIANJINGUANJIAHUOBIA
3575,3727,4862,TKXJGJHBB,泰康现金管家货币B,货币型,TAIKANGXIANJINGUANJIAHUOBIB
3576,3728,4863,TKXJGJHBC,泰康现金管家货币C,货币型,TAIKANGXIANJINGUANJIAHUOBIC
3577,3729,4864,TKXJGJHBD,泰康现金管家货币D,货币型,TAIKANGXIANJINGUANJIAHUOBID
3578,3730,4865,GLHBA,格林货币A,货币型,GELINHUOBIA
3579,3731,4866,GLHBB,格林货币B,货币型,GELINHUOBIB
3580,3732,4868,JYGXYHHH,交银股息优化混合,混合型,JIAOYINGUXIYOUHUAHUNHE
3581,3733,4869,ZRRRYJYXHBB,中融日日盈交易型货币B,货币型,ZHONGRONGRIRIYINGJIAOYIXINGHUOBIB
3583,3735,4871,ZYJRDCHH,中银金融地产混合,混合型,ZHONGYINJINRONGDICHANHUNHE
3590,3742,4881,ZYLHJZHH,中银量化价值混合,混合型,ZHONGYINLIANGHUAJIAZHIHUNHE
3591,3744,4885,CXXYZQ,长信先优债券,债券型,CHANGXINXIANYOUZHAIQUAN
3593,3746,4888,CTZGXYHHA,财通资管鑫逸混合A,混合型,CAITONGZIGUANXINYIHUNHEA
3594,3747,4889,CTZGXYHHC,财通资管鑫逸混合C,混合型,CAITONGZIGUANXINYIHUNHEC
3595,3748,4890,ZYWYLHPZHH,中邮文娱灵活配置混合,混合型,ZHONGYOUWENYULINGHUOPEIZHIHUNHE
3596,3749,4893,HRYDRZZQA,华润元大润泽债券A,债券型,HUARUNYUANDARUNZEZHAIQUANA
3597,3750,4894,HRYDRZZQC,华润元大润泽债券C,债券型,HUARUNYUANDARUNZEZHAIQUANC
3598,3751,4895,HSXALHHH,华商鑫安灵活混合,混合型,HUASHANGXINANLINGHUOHUNHE
3599,3752,4896,PHXXBHB,鹏华兴鑫宝货币,货币型,PENGHUAXINGXINBAOHUOBI
3600,3753,4897,CAHYCZZQA,长安泓源纯债债券A,债券型,CHANGANHONGYUANCHUNZHAIZHAIQUANA
3601,3754,4898,CAHYCZZQC,长安泓源纯债债券C,债券型,CHANGANHONGYUANCHUNZHAIZHAIQUANC
3603,3756,4900,CTZGXRHHA,财通资管鑫锐混合A,混合型,CAITONGZIGUANXINRUIHUNHEA
3604,3757,4901,CTZGXRHHC,财通资管鑫锐混合C,混合型,CAITONGZIGUANXINRUIHUNHEC
3605,3758,4902,FGFLZQZQ,富国丰利增强债券,债券型,FUGUOFENGLIZENGQIANGZHAIQUAN
3606,3759,4903,RBHBA,人保货币A,货币型,RENBAOHUOBIA
3607,3760,4904,RBHBB,人保货币B,货币型,RENBAOHUOBIB
3608,3761,4905,HTBRSWYYHH,华泰柏瑞生物医药混合,混合型,HUATAIBAIRUISHENGWUYIYAOHUNHE
3609,3762,4907,CAHFZDZZQA,长安泓沣中短债债券A,债券型,CHANGANHONGFENGZHONGDUANZHAIZHAIQUANA
3610,3763,4908,CAHFZDZZQC,长安泓沣中短债债券C,债券型,CHANGANHONG*ZHONGDUANZHAIZHA
3611,3764,4910,ZJYXCZZQ,中加颐享纯债债券,债券型,ZHONGJIAYIXIANGCHUNZHAIZHAIQUAN
3614,3767,4913,ZYZQJRHHA,中银证券聚瑞混合A,混合型,ZHONGYINZHENGQUANJURUIHUNHEA
3615,3768,4914,ZYZQJRHHC,中银证券聚瑞混合C,混合型,ZHONGYINZHENGQUANJURUIHUNHEC
3616,3769,4916,JSXTFDQHH,嘉实新添丰定期混合,混合型,JIASHIXINTIANFENGDINGQIHUNHE
3617,3770,4917,ZYZQXRHHA,中银证券祥瑞混合A,混合型,ZHONGYINZHENGQUANXIANGRUIHUNHEA
3618,3771,4918,ZYZQXRHHC,中银证券祥瑞混合C,混合型,ZHONGYINZHENGQUANXIANGRUIHUNHEC
3620,3773,4920,FGHLCZFQSA,富国泓利纯债发起式A,债券型,FUGUOHONGLICHUNZHAIFAQISHIA
3625,3778,4925,CXDTHBHYLHGP,长信低碳环保行业量化股票,股票型,CHANGXINDITANHUANBAOHANGYELIANGHUAGUPIAO
3626,3779,4926,ZHJMRHJXA,中航军民融合精选A,混合型,ZHONGHANGJUNMINRONGHEJINGXUANA
3627,3780,4927,ZHJMRHJXC,中航军民融合精选C,混合型,ZHONGHANGJUNMINRONGHEJINGXUANC
3628,3781,4932,ZSFTLHHHA,招商丰拓灵活混合A,混合型,ZHAOSHANGFENGTUOLINGHUOHUNHEA
3629,3782,4933,ZSFTLHHHC,招商丰拓灵活混合C,混合型,ZHAOSHANGFENGTUOLINGHUOHUNHEC
3630,3783,4934,YXYFXFSJ,圆信永丰消费升级,混合型,YUANXINYONGFENGXIAOFEISHENGJI
3631,3784,4935,GDZNZZ,国都智能制造,混合型,GUODUZHINENGZHIZAO
3632,3785,4936,ZHHGJXHHA,中航混改精选混合A,混合型,ZHONGHANGHUNGAIJINGXUANHUNHEA
3633,3786,4937,ZHHGJXHHC,中航混改精选混合C,混合型,ZHONGHANGHUNGAIJINGXUANHUNHEC
3634,3787,4938,ZOGQBHBB,中欧滚钱宝货币B,货币型,ZHONGOUGUNQIANBAOHUOBIB
3635,3788,4939,ZOGQBHBC,中欧滚钱宝货币C,货币型,ZHONGOUGUNQIANBAOHUOBIC
3638,3791,4942,GLBYLHPZA,格林伯元灵活配置A,混合型,GELINBOYUANLINGHUOPEIZHIA
3639,3792,4943,GLBYLHPZC,格林伯元灵活配置C,混合型,GELINBOYUANLINGHUOPEIZHIC
3640,3793,4944,XYXQSLHPZHHA,鑫元鑫趋势灵活配置混合A,混合型,XINYUANXINQUSHILINGHUOPEIZHIHUNHEA
3642,3795,4946,HTFYRHHA,汇添富盈润混合A,混合型,HUITIANFUYINGRUNHUNHEA
3643,3796,4947,HTFYRHHC,汇添富盈润混合C,混合型,HUITIANFUYINGRUNHUNHEC
3644,3797,4948,XYXQSLHPZHHC,鑫元鑫趋势灵活配置混合C,混合型,XINYUANXINQUSHILINGHUOPEIZHIHUNHEC
3645,3798,4951,SWLXJZYLHH,申万菱信价值优利混合,混合型,SHENWANLINGXINJIAZHIYOULIHUNHE
3646,3799,4952,XQHYZQA,兴全恒益债券A,债券型,XINGQUANHENGYIZHAIQUANA
3647,3800,4953,XQHYZQC,兴全恒益债券C,债券型,XINGQUANHENGYIZHAIQUANC
3648,3801,4954,ZYZQZGDJZQA,中银证券中高等级债券A,债券型,ZHONGYINZHENGQUANZHONGGAODENGJIZHAIQUANA
3649,3802,4955,ZYZQZGDJZQC,中银证券中高等级债券C,债券型,ZHONGYINZHENGQUANZHONGGAODENGJIZHAIQUANC
3650,3803,4956,ZYZQAYZQA,中银证券安誉债券A,债券型,ZHONGYINZHENGQUANANYUZHAIQUANA
3651,3804,4957,ZYZQAYZQC,中银证券安誉债券C,债券型,ZHONGYINZHENGQUANANYUZHAIQUANC
3652,3805,4958,YXYFYXSH,圆信永丰优享生活,混合型,YUANXINYONGFENGYOUXIANGSHENGHUO
3653,3806,4959,YXYFYYSHHH,圆信永丰优悦生活混合,混合型,YUANXINYONGFENGYOUYUESHENGHUOHUNHE
3655,3808,4965,HDZYHHA,泓德致远混合A,混合型,HONGDEZHIYUANHUNHEA
3656,3809,4966,HDZYHHC,泓德致远混合C,混合型,HONGDEZHIYUANHUNHEC
3657,3810,4967,HTCXHBA,红土创新货币A,货币型,HONGTUCHUANGXINHUOBIA
3658,3811,4968,HTCXHBB,红土创新货币B,货币型,HONGTUCHUANGXINHUOBIB
3659,3812,4970,NFTTBHBA,南方天天宝货币A,货币型,NANFANGTIANTIANBAOHUOBIA
3660,3813,4971,NFTTBHBB,南方天天宝货币B,货币型,NANFANGTIANTIANBAOHUOBIB
3661,3814,4972,CCSYBHBA,长城收益宝货币A,货币型,CHANGCHENGSHOUYIBAOHUOBIA
3662,3815,4973,CCSYBHBB,长城收益宝货币B,货币型,CHANGCHENGSHOUYIBAOHUOBIB
3663,3816,4975,JYHYLHPZHH,交银恒益灵活配置混合,混合型,JIAOYINHENGYILINGHUOPEIZHIHUNHE
3664,3817,4976,HRYDJTHHA,华润元大景泰混合A,混合型,HUARUNYUANDAJINGTAIHUNHEA
3665,3818,4977,HRYDJTHHC,华润元大景泰混合C,混合型,HUARUNYUANDAJINGTAIHUNHEC
3669,3822,4981,XHXRXZDZA,新华鑫日享中短债A,债券型,XINHUAXINRIXIANGZHONGDUANZHAIA
3670,3823,4982,XHAXDYDKHH,新华安享多裕定开混合,混合型,XINHUAANXIANGDUOYUDINGKAIHUNHE
3671,3824,4983,PYXJTLHBA,鹏扬现金通利货币A,货币型,PENGYANGXIANJINTONGLIHUOBIA
3672,3825,4984,PYXJTLHBB,鹏扬现金通利货币B,货币型,PENGYANGXIANJINTONGLIHUOBIB
3673,3826,4985,BSHJHB,博时合晶货币,货币型,BOSHIHEJINGHUOBI
3674,3827,4986,PHCLHBHH,鹏华策略回报混合,混合型,PENGHUACELUEHUIBAOHUNHE
3675,3828,4987,NDXXLHPZHH,诺德新享灵活配置混合,混合型,NUODEXINXIANGLINGHUOPEIZHIHUNHE
3676,3829,4988,RBSLA,人保双利A,混合型,RENBAOSHUANGLIA
3677,3830,4989,RBSLC,人保双利C,混合型,RENBAOSHUANGLIC
3678,3831,4993,ZOKZZZQA,中欧可转债债券A,债券型,ZHONGOUKEZHUANZHAIZHAIQUANA
3679,3832,4994,ZOKZZZQC,中欧可转债债券C,债券型,ZHONGOUKEZHUANZHAIZHAIQUANC
3680,3833,4995,GFPPXFGPFQS,广发品牌消费股票发起式,股票型,GUANGFAPINPAIXIAOFEIGUPIAOFAQISHI
3682,3835,4997,GFGDZZGP,广发高端制造股票,股票型,GUANGFAGAODUANZHIZAOGUPIAO
3685,3838,5000,TKQLLHJZJXHHA,泰康泉林量化价值精选混合A,混合型,TAIKANGQUANLINLIANGHUAJIAZHIJINGXUANHUNHEA
3686,3839,5001,JYCXCZZTHH,交银持续成长主题混合,混合型,JIAOYINCHIXUCHENGZHANGZHUTIHUNHE
3687,3842,5004,JYPZSJHH,交银品质升级混合,混合型,JIAOYINPINZHISHENGJIHUNHE
3688,3843,5005,ZJJZA,中金金泽A,混合型,ZHONGJINJINZEA
3689,3844,5006,ZJJZC,中金金泽C,混合型,ZHONGJINJINZEC
3690,3845,5007,JSCCJRRLHBHH,景顺长城景瑞睿利回报混合,混合型,JINGSHUNCHANGCHENGJINGRUIRUILIHUIBAOHUNHE
3691,3846,5008,DFHHYZQZ,东方红汇阳债券Z,债券型,DONGFANGHONGHUIYANGZHAIQUANZ
3692,3847,5009,SWLXHYLDGP,申万菱信行业轮动股票,股票型,SHENWANLINGXINHANGYELUNDONGGUPIAO
3693,3848,5010,JYTRZDZA,金鹰添瑞中短债A,债券型,JINYINGTIANRUIZHONGDUANZHAIA
3694,3849,5011,JYTRZDZC,金鹰添瑞中短债C,债券型,JINYINGTIANRUIZHONGDUANZHAIC
3695,3850,5014,TKJTHBHHA,泰康景泰回报混合A,混合型,TAIKANGJINGTAIHUIBAOHUNHEA
3696,3851,5015,TKJTHBHHC,泰康景泰回报混合C,混合型,TAIKANGJINGTAIHUIBAOHUNHEC
3697,3852,5016,CJYXHBA,长江优享货币A,货币型,CHANGJIANGYOUXIANGHUOBIA
3698,3853,5017,CJYXHBB,长江优享货币B,货币型,CHANGJIANGYOUXIANGHUOBIB
3699,3854,5018,GJMFHB6GYDKHH,国金民丰回报6个月定开混合,混合型,GUOJINMINFENGHUIBAO6GEYUEDINGKAIHUNHE
3701,3856,5020,XCZHJHB,信诚智惠金货币,货币型,XINCHENGZHIHUIJINHUOBI
3702,3857,5021,BHHJLHHYHH,渤海汇金量化汇盈混合,混合型,BOHAIHUIJINLIANGHUAHUIYINGHUNHE
3704,3859,5025,JYFYSYZQC,交银丰盈收益债券C,债券型,JIAOYINFENGYINGSHOUYIZHAIQUANC
3705,3860,5027,GDDCLYXDKHH,光大多策略优选定开混合,混合型,GUANGDADUOCELUEYOUXUANDINGKAIHUNHE
3706,3861,5028,PHYJJXLHPZHH,鹏华研究精选灵活配置混合,混合型,PENGHUAYANJIUJINGXUANLINGHUOPEIZHIHUNHE
3707,3862,5029,ZYCYJXHH,中银产业精选混合,混合型,ZHONGYINCHANYEJINGXUANHUNHE
3708,3863,5033,YHZNQCLHGPFQSA,银华智能汽车量化股票发起式A,股票型,YINHUAZHINENGQICHELIANGHUAGUPIAOFAQISHIA
3709,3864,5034,YHZNQCLHGPFQSC,银华智能汽车量化股票发起式C,股票型,YINHUAZHINENGQICHELIANGHUAGUPIAOFAQISHIC
