,FundCode,类型
5336,519229,混合型
5361,519610,混合型
5362,519611,混合型
5363,519612,混合型
5364,519613,混合型
5365,519614,混合型
5366,519615,混合型
5367,519616,混合型
5368,519617,混合型
5369,519618,混合型
5370,519619,混合型
5371,519620,混合型
5372,519621,混合型
5373,519623,混合型
5374,519624,混合型
5375,519627,混合型
5376,519628,混合型
5377,519629,混合型
5378,519630,混合型
5380,519640,混合型
5381,519641,混合型
5382,519642,混合型
5383,519644,混合型
5384,519646,混合型
5385,519647,混合型
5387,519651,混合型
5388,519652,混合型
5389,519653,混合型
5391,519655,混合型
5392,519656,混合型
5393,519657,混合型
5396,519664,混合型
5397,519665,混合型
5400,519668,混合型
5402,519670,混合型
5403,519672,混合型
5405,519674,混合型
5408,519678,混合型
5409,519679,混合型
5414,519688,混合型
5415,519690,混合型
5416,519692,混合型
5417,519694,混合型
5418,519697,混合型
5419,519698,混合型
5420,519700,混合型
5421,519702,混合型
5422,519704,混合型
5423,519710,混合型
5424,519712,混合型
5431,519727,混合型
5435,519732,混合型
5438,519736,混合型
5439,519738,混合型
5445,519752,混合型
5447,519755,混合型
5448,519756,混合型
5449,519759,混合型
5450,519760,混合型
5451,519761,混合型
5454,519766,混合型
5455,519767,混合型
5456,519768,混合型
5457,519769,混合型
5458,519770,混合型
5459,519771,混合型
5460,519772,混合型
5461,519773,混合型
5464,519778,混合型
5465,519779,混合型
5482,519908,混合型
5483,519909,混合型
5484,519915,混合型
5485,519918,混合型
5486,519929,混合型
5493,519949,混合型
5494,519951,混合型
5495,519956,混合型
5496,519957,混合型
5497,519959,混合型
5498,519960,混合型
5499,519961,混合型
5500,519962,混合型
5501,519963,混合型
5503,519969,混合型
5504,519971,混合型
5508,519979,混合型
5509,519983,混合型
5514,530001,混合型
5516,530003,混合型
5517,530005,混合型
5518,530006,混合型
5521,530011,混合型
5522,530012,混合型
5523,530016,混合型
5525,530019,混合型
5533,540001,混合型
5534,540002,混合型
5535,540003,混合型
5536,540004,混合型
5546,550001,混合型
5547,550002,混合型
5548,550003,混合型
5551,550008,混合型
5552,550009,混合型
5555,550015,混合型
5556,550016,混合型
5560,560002,混合型
5561,560003,混合型
5562,560006,混合型
5563,570001,混合型
5564,570005,混合型
5565,570006,混合型
5566,570007,混合型
5567,570008,混合型
5568,571002,混合型
5570,580001,混合型
5571,580002,混合型
5572,580003,混合型
5573,580005,混合型
5574,580006,混合型
5575,580007,混合型
5576,580008,混合型
5577,580009,混合型
5580,582003,混合型
5585,590001,混合型
5586,590002,混合型
5587,590003,混合型
5588,590005,混合型
5589,590006,混合型
5590,590008,混合型
5593,610001,混合型
5594,610002,混合型
5596,610004,混合型
5597,610005,混合型
5598,610006,混合型
5599,610007,混合型
5603,620001,混合型
5604,620002,混合型
5606,620004,混合型
5607,620006,混合型
5608,620007,混合型
5612,630001,混合型
5613,630002,混合型
5615,630005,混合型
5616,630006,混合型
5618,630008,混合型
5620,630010,混合型
5621,630011,混合型
5623,630015,混合型
5624,630016,混合型
5631,660001,混合型
5633,660003,混合型
5634,660004,混合型
5635,660005,混合型
5636,660006,混合型
5639,660010,混合型
5640,660012,混合型
5642,660015,混合型
5646,671010,混合型
5648,673010,混合型
5649,673020,混合型
5650,673030,混合型
5651,673040,混合型
5652,673043,混合型
5653,673050,混合型
5654,673060,混合型
5655,673071,混合型
5656,673073,混合型
5657,673081,混合型
5658,673083,混合型
5660,673110,混合型
5661,673120,混合型
5662,673141,混合型
5663,673143,混合型
5685,688888,混合型
5686,690001,混合型
5688,690003,混合型
5689,690004,混合型
5690,690005,混合型
5692,690007,混合型
5693,690009,混合型
5695,690011,混合型
5699,700001,混合型
5700,700003,混合型
5701,700004,混合型
5704,710001,混合型
5705,710002,混合型
5710,720001,混合型
5713,730001,混合型
5714,730002,混合型
5717,740001,混合型
5720,750001,混合型
5723,750005,混合型
5726,762001,混合型
5727,770001,混合型
